paperId,editionId,pages
6817e2059c40aac0cb23a66bd7908e5c1720ea6f,f04de9d6-b6d9-443a-8c48-ea34e46be528,
b6e92e8eb0d5b427fce9862023e1e23706ed38aa,7e809d70-ae66-4e7e-b58b-bff1ac19f90b,
1b058a137b1aa02fb2d1747112f78b0b4e7c1289,4fda8d84-9b93-4532-99b9-b6b308a982a1,01-07
94a34a9d194593969ff608b87899803bf710c5b2,4e3e7b35-85a5-4587-b8af-74f3721b944c,5048-5060
0deff6e69fd838eefe3bae2529774934182d9c49,3834cff8-506a-483b-97a4-b9c87bceb490,324-331
9dc7387d66d81d288a1a571fae7d009f21e00a8d,69c13091-83a7-4979-bf74-e69cc7668110,338-344
400c1186a082e4f4d607217eef33779da11125cf,4668ff64-11ca-4e7b-aed0-7720026959bc,
7a0621c42028486c7ac9280ac3889cf7e93bb399,c24b415d-3d5e-4f2b-9486-7b27a152f60e,1-6
0e9b8f11ba0f5c97ab8ff1e4056fb746f4760a2c,81d1cbe5-8d5f-4500-b975-e43318b7da23,125-132
190ad1c6fdd49c9963fbd482dc1baec936274ae8,f0035711-9dae-4049-aeed-dc306e5b9767,101-106
30f21cf3d3c6971476c1d1350707fff984438da0,6a524010-8d4b-45cf-843c-52c5d493f71e,240-244
e0e9f7f1ec1a94eb9c92c0f557d338fbe7ad2fcd,ba91ac96-b6cc-4bd4-b2a7-44bf8b4eaa33,430-431
8296d00befc9014dce15d61a35a21d3638c0fd8d,58d43d4d-1801-4132-b925-6e192c7a8761,
8858b003af0375795d19ffa9a7561389994559bc,e2f793c6-eb39-415a-906d-5c4387aaab8a,5409-5412
68b52a774231984b0f8c74bbc8194bd1857bf1c5,f1ecc46b-5477-4262-9d0b-0502aa598ad7,1-4
9b32a685b7b8497293e9eabd5d254222d91b1917,b0bfc454-2dd0-4487-a1e7-34dcf86a4518,1809-1818
2d6222ee8f5ac92b9ca9bc5b7eb0341d1e3c9c58,0c691267-7753-4f7d-a493-317574148dc9,
5b9d865f2e8b1e421f42b0d8ca9c85538744bc2d,a99e0041-7196-446e-b1d0-8aa2cef4423d,
d28559e225dbde4b6da971a09ef6c5bc0ae833b1,7a692ead-2878-4c11-a7b7-b18f4135013b,
d4e81311a8838d3153b686771768696b235e4957,b5184f98-4916-47b9-9bb3-af80dca81104,616-623
85e00865e168a41f8bee94822b7d8f2fc1afc747,26e2c1df-3dc6-4434-beb6-4359478ad77e,
3dbb9959c2bda583ed2d4e4dd307d6757b21b084,7d774965-51f6-4945-a357-e05b062bc2b1,154-161
07ca0a1d6cf6006618c05fd62c5d2bfe568a24a6,c40784e2-86d1-4708-b8e6-efbece11b8ce,
7776f4c01e063c3c858545dbeb013d7fab10d78b,3ee0275c-7ef5-47cb-a6af-753627d971f5,802-806
d2cbf94e80f91fe5a547e593ea6b2e6585d692e7,c969d384-8c03-41e7-ac17-4d934983d29c,
f1d9a04de64dacf961d6b3e2f5c3ac14e3ccb7a1,ced6ff28-5e84-40aa-b7e9-8c6460f15319,1485-1492
b1ce4f20e9d0d7a539d572bb294f80b3f5dbc5d1,159ede0e-384c-4659-8904-cdc1ca758f0d,853-858
db05d085e91b732f1a4faa5b3b2c936593964168,7df30e45-2bd3-4352-a71e-e477bf70c415,680-687
983777cdfefecc57ddf13907dc7e859256f4ff89,699e7f48-4c29-4b47-8ea0-2f6521b59dd8,
b56c5c13c0dde607020943e9b160102aa0154c6e,dda3ccbe-b381-4296-9095-4a3ab9a816e0,
f26680da4f1e9bdb715f08676247584b9f026dae,4cb59219-5510-45ca-9ed9-f0975c37c264,379-394
72343c15e94b1eae26f41abd3fd5393b9975ee14,33dafe97-d8d6-4621-8be8-3d1d6d45a20d,129-138
9b33b0c3da6efe1a44ac98dd1c1a4baa3d263d38,ab473c29-e8af-494a-9958-162a7c99a234,565-570
70201e4e786010fb9db04f11e5f5ba2b4ec67e6e,e2f793c6-eb39-415a-906d-5c4387aaab8a,2959-2971
6f0f13606051b1fc5c8f39388196c4275b341c2f,b2b4c2cb-6e56-4a28-8a84-80ab566d7f8b,7672-7681
a538810087c7d8b240bf512ae997144fcbea466f,96ba2ce1-f8d9-412e-a51a-9df09f8b20cc,2:338-2:350
1ee652b300276a2f6b9fc4a02c2af2a7b0f87037,99cc37e3-a820-4657-a0ab-56724e65dc4b,2095-2103
d90ef40bd15ab628aac867771192c611a38c48e8,5b6c8c11-c4b6-4260-89ed-59f9a05d8707,
92397ff669cb5e370ca7cbb3bb4f378d4534823b,0a8919a2-b48c-4973-9843-145c606a30e3,8188-8197
0afbe55e05801949280765eadd6070262f40ea5e,f139c72e-1dd0-4116-9881-8c76aa546935,1-4
3105038d6a1399fa489faf5b6c3f6668eae1a5eb,3f9eb62a-183a-4317-9f9e-caf9fc12a457,264-269
748ab7705c599ab009e9e2fc84970d5afbee677a,bbe28836-eaad-4696-98e5-04e42326ee74,247-254
8621ebe815f95fbb1c46e80d8cf0980a0da8052e,4949654e-c83a-4ca1-a378-89569248e16c,1089-1093
ab2c8ee6ffa90e98ea7a2de0725c5fc4223231e8,1b756811-9ff9-4a45-8bf0-1ad9ebe4bf20,297-302
638cd611d17bf3291bb5057aae397fd951c64150,e65d5ac3-1667-483a-bbca-6e32b93ad284,
f8f52a402b8833ea1ad8eb34e48f011b25c0d306,3ae98f39-8d4c-4a9a-ab4e-a497b65ffa05,
26f01d78f7acaae7e9dffc9e7b23a91ae76bb817,f1083d87-d374-4035-b08f-0470b9a83197,
d209b00199102377cc3c6d6340bb5caa976d87f4,11c24058-b5bc-4737-991b-083103dd0c1d,
e908799a30d918b3738797d58870a65cdc4f2ac2,2ce4ec2e-6b09-4121-88d9-64d143ed7de9,427-442
634ec8ee5f84deed430a2309f9ba6f5484253d0a,8be90c8b-5c87-48ce-9b4d-aedbed529871,1-5
3ba13e73a2e52507402907e52bf2d0963ccd73be,29b60eac-d51e-40d3-82cb-0bf418f6af91,1294017 - 1294017-11
8071c58e2639b796bdd6544a27166b70376bdd4e,ccd17ef1-0505-4cd1-b75c-c9b329ab01ef,
0c31804f4a410872365c0725466deb755642eaf2,894feae7-9461-41a7-a0a1-ede66f85e1bc,
d9c761efb00c34a1a5f9b6689094df08cada1245,0ecea8de-654d-49a1-b171-714fe4dc0806,553-559
410eef70017be0a5ba01be50653cfe0c30c03129,6c38db0a-bea1-45c8-86c3-771a32e011ae,1314-1318
bc75267ddf77a8b1dc6b730dacf608616e2ad32e,1ddb1c14-008c-48b2-92de-166e6d52bd06,1029-1030
5323c967cfbadfdb63766f534cbdb61fbbe322bc,40d5e94d-d104-4b91-ae56-94427ec9e18d,470-479
56a7bb7af81d1a07c78a3cb2228a74bbe785e373,981d9168-99c5-49f1-9c62-59b31291c5a3,435-442
bab53382c58fdd595511a4283bc4848a27629725,6c7a4de2-c327-4615-a209-4e6285fd1856,597-603
91e3b614fa67a9230e659e5463a81ab770c9ac9f,1666e77a-3d13-44da-832c-aed947030e65,1-6
63f11f28f6406b7bfbc8b83c024089b57235fc48,919a3f78-6dd4-4eac-9e80-0df85b43488c,331-341
f58babc873f629090f213499f3dee18a2c507329,07b5c116-7a3e-4c68-9470-772beeb0b1e5,318-323
069468876c67f5f49ec233e0218a94b0e08aa922,3b596c69-287a-4acd-867e-a0c7a72834df,5242-5246
fc52ed15cf2eacbe7a84f64440bb94a5ab93fc49,067f6575-9361-4f6d-8512-1a8f35046a09,
1269fc24645d2b96c8e8f2141f71418683ccf70b,06ac4eb2-9eac-489f-93d1-7d92d3ccc3a5,6233-6235
deaafd832d6bd7851b99060fa0eb44c91c12f87d,e3811048-d34a-4325-a826-c34d78ea42f8,
9c10651bc2e4d4355e8310abcd13156c0cf78093,dcbe51f5-79e0-47fb-ae2a-3569d3a9cc1c,1080-1091
fdc0b623480345bae0d50b8947812f09d63b6c74,8254da8e-f912-41e2-90c2-722106215a55,166-171
efaa4a7f53e57cbd9462532db3f4b89c78faefea,e2f793c6-eb39-415a-906d-5c4387aaab8a,3682-3695
58b7d85bd51806adac407c31d765b65819aac0e0,710154bd-ea0f-4803-a959-b37eee78dfac,175-182
25327ceb90d50fe94340bf8413b5b1a91425a052,bbbf6548-6eef-4ad7-bc36-4489d3e19624,1-6
be76e07b9999bca63193e4259ffccf32409f0bbf,f65c8f9b-8c8c-4168-b421-26ef94a1243f,150-154
91e8bbe21475e1acddf77667adce5ca9ac18514f,ef2c2d4e-878f-4ce8-9b50-2467d43e2080,1-10
55481579e96f9d2623728f3f0888bc6ccabf3998,0a8919a2-b48c-4973-9843-145c606a30e3,262-271
3bcff14f0e0493f652312c346b300aecc8b4652a,92255d44-2ce2-4a0c-af25-61e2085a1b01,1-8
8c932950be8df64db746b23402c0c1a68266a479,eb1b6f3b-ef04-4ec5-abf0-720f9bc00a65,19-24
44163db1108dc861d859d497f7e336d66d963467,ee01a546-a65b-4dad-9855-0cf1ba9b3488,1091-1095
d47bf13a3e51a5b1b1b8df7c32f24148804f1b33,1bde7de7-d92a-4c81-b3bd-1f9039260d3a,3421-3426
3c9752b3b69e6de54734a16516658594b662cf12,344b2b80-81ad-4510-ad33-ef50ffac4240,822-825
b0d376434a528ee69d98174d75b4a571c53247ae,760ed92f-a592-406e-8d91-161eff52032e,3360-3372
c96176fdcb07f3125a0c609473aaf0af73a15a38,9b0df002-dbbe-47a7-9bd3-98c3f85442b1,402-409
b9e60e1496b5e68e955d50c0e0a54fd1f3bce444,e07c3044-0b7d-4da5-9da6-436c1076e0e7,371-374
74592c61cca7a12c228691698354ccfaf4cb9852,ed7ea3c6-ffe8-4d41-a9db-f77ba95ca866,10-15
00fd2060e7b32d4c37ce3a67d2db5f264997a3bc,886c0bca-939c-489a-9266-e0880e5a272c,1379-1384
ad12ec4123951ce7be54c03c5ef65f72e118d58c,36d516a9-4012-4749-a66b-04c9f5f66a64,1-10
72facfcf34f7b60b28e5f530507e5f9502b2061a,6c38db0a-bea1-45c8-86c3-771a32e011ae,933-939
ee875debcaf5f8e443715109468f510db6133031,5a64b5ce-377c-48db-949f-bbce5438b7e0,19-28
08dd3f166625db24be8f3385aa311749d56af8d0,c9b4d022-9a3e-4102-aacf-a30560cdb5c3,246-250
7dccf1cbd88820538bc42c87bceb3c4385f1a871,b0b6b5a5-a261-4e9c-8785-b3382f018d7a,
1e71c1605a4ea742b240498929ced9cb9d03e32e,c9901544-0ada-4003-ab6d-b675983b8403,578-583
d99d29acb4e338edc63effd4e25fe8b243b32779,71dbf6ec-8eac-409a-8b5e-e5c6fbfb8744,1346-1357
45829a94cc995c116ab7cfc2b993372694d107ac,e34ef03d-72eb-46dd-8d27-ed9674ac5149,334-339
a6a05a880aa8d8c1ee06329ee144467ec27d6c76,7e809d70-ae66-4e7e-b58b-bff1ac19f90b,
17448e05a40080e94d26aad7554e1f313e2f3ffe,51027d20-4883-43a3-bbda-5151a19a9943,206-211
ba1187ab1195206e1f77fefa7373c9e5418f2e8b,206d8229-2819-40b6-8257-1ddfaca87ab1,874-881
30e3a47ebf7b3815afaa3929dd3d1668ee432cda,12f22332-86f2-427f-ac83-030f79f320c0,577-588
ff5b95bb670b2bffa74cdee5e4e53bd13f8e2a8d,71dbf6ec-8eac-409a-8b5e-e5c6fbfb8744,2060-2063
657b59e24b5fac8149ddeecf7ef1bcf162c48ab2,7ebc0e8a-02d8-4ca1-ad62-7f12d3aebaa3,325-331
c98933d0cc2577ec81a19e94a0db38f79fe3c5b1,01ea8c42-1666-4f2f-a749-14a4cbe74b63,1-6
31e749e9ea2220dd5257c8f206d910918d264ff6,046da32e-e074-476b-b851-655a71c812d7,1-6
1b797487aae43e6a483dcc3306b03d5f51e0968f,a30fb720-d7cb-479c-8bd4-4b30132ee46c,
28fd6c98445bfa2d66b0112b6dc843a845d76faa,ed9a3386-4aa3-4aef-bb64-3d03f206ba35,1-6
b9457bfb137fa88e0e437ef2c0aaca9f3ad71bd1,c1590495-a3bb-448b-bd78-afd11e2e7d60,1153-1156
a38cc5802d20be276a3ceae6e3f9d94e17aab52e,54c6cc59-a0cb-48a2-946c-82819234f4c2,211-218
977a489f234fed06c7b5105d74fa7c11cc8e6a91,f92bbb39-c367-49cc-ba01-4249b20a90ee,1623-1632
a14e35ae82ce946d7619b0dc7ceadb2e38f93829,f426044c-6cce-4548-bfda-15ba1d2667aa,1-8
fc5f8ae6d96d86807272b22a665aac4566cc87bd,fed76eb9-5907-4dbf-bcf7-987ea4438dbd,107-112
5e0dff55aca8a9d6e1cc18f667aeb12594a5e872,c889c85f-6f9c-467d-8177-e03e256d0538,
b3ae29f7a699bbb9d6009566b7dc00be8f638e5d,2e40d288-59ed-4102-8f2d-a9d8554cc69d,1-8
ab9d3a5275be66822021e3f78a44385d41d56afb,561b99c6-6929-4334-b5e1-536c32fe19c5,
dec24eb8ecfbd9a1d5b823e28f200537e352113d,85b5357c-a11c-49d5-8d59-efda2f48e927,
6924bc8c2dc8836c1d6b8fefc923b7a9396f7f48,7580f835-ffb5-4be8-9a26-55e93ca19ab3,372-378
c17eeccb08d01106ee9b11e2138daff39e1335f1,1c371ffd-eaf6-4260-9785-170211406de0,
054c0182bc5ee2707d1b6789813a388976e81805,2997c9b6-47a5-4f77-9a52-9d812fb9985c,522-526
debf0875ba3aef420e3c25e644a5436ebc077453,213c5d9d-b670-41b9-a56c-1e9bc3c6eaa4,
59baec6775aee1ec58d36e5587ad844be4feee1a,7eba33ad-c486-4e03-82c6-1551f13a4436,215-220
7282819e24176b5eeaa7887a73be4409e072e6bb,64d995eb-0bef-49f3-ab96-dc617cfc8764,351-355
c73dd36c41e6f75f15719ab58eef94570ff4438e,b119f867-0615-46da-bd4a-49f7e9d4a3aa,1-8
2d5059ae2fe28445dae1b929f5def00ce52eff16,bfb9dcf4-41c7-4248-bcc1-541a642e6060,1-9
30299915a3763f04bce9a6dd73190af3032169f1,7f80f075-fff1-426c-8232-551143d9785a,1466-1471
354fbd6c940ead125fe995503b87462470d2d4f5,760ed92f-a592-406e-8d91-161eff52032e,3213-3216
4913bc81dcba5b337c50f432b6b7d2eea19d9de6,96ba2ce1-f8d9-412e-a51a-9df09f8b20cc,104 - 117
9d3c8a2b166bcb3ec0243ed39fcc27d10a0918af,b8d5a789-af48-456e-b373-023d444abd24,1789-1794
1f6a3f8c315ff4b5b394c1c17d718b5f91fe5d81,d63a7902-3129-4555-aa22-7f0e78901da1,1-6
7c52240f0a697ba25f85d559ec5d70f6c7fd041a,085f8374-5b41-44f5-ae91-7d7b2e93c672,1-6
9dcdfbac34c87576e6cb24e8f60b42f446e2730c,114d6fcd-749f-4435-8a6f-f1bfa03f2960,76-80
4ce63bc53b42ec1a925c739e1d9ca24115bb6516,95f47afd-36c0-4f85-a60d-0ef35c722ebe,375-379
0ad70b1f0365491ffee2998e2ca08e59bcceb5f6,3187f71e-3b44-4c73-855b-c75d918da21d,305-312
bf54292d6f00c2449b8fae340ea0c60f896b1b87,eb424a2f-923e-4c1b-ad1d-c33d176c862e,254-261
d3369c861471977e57c25e730be8ceb011fdbaa0,69767b21-db59-4ee4-a9da-d8b590e6825b,5730-5734
a490646bc1857939c94f9593d8398832fde0aeac,b7c6e45a-5b53-42d1-801d-daa239e7c90b,
8c802c7092cb24462e56c0a0fe0ef37b374ca267,f88f4ff3-e45c-4d84-b4c7-c28e017b2508,1-5
bcd1bdd18b07ca89487142b6da705939489be475,6f626bb6-4c3e-4ac8-984b-83d3c3a8b178,
31c789d7bf72c52e3c912734d833d24311d39f7f,c66afb62-a4a5-4d55-b6c6-a92a6f05f477,1-8
f1318c10d3a64dfed1cff5dcb7b072da040fbeb6,e2a610f7-03b4-4af3-a4c8-c6b7602e2913,176-183
d9cce62195a6cce34c09f895c011a3e2c99e2fa5,919a3f78-6dd4-4eac-9e80-0df85b43488c,219-229
f72d19cd68e6880409fc14f61b18a078f1e5fbe3,249e1f71-7a4a-4dc1-887d-98b9b8aeb25a,1-6
0a33360e5a736336d037f5f603aaf16ed4bdf0f9,8d665f88-02cd-44c0-979d-d61fa78d2263,820-823
9906e795be407342b934611966e9dfe383740039,31adb325-3100-4a46-8147-e8a38de30c29,1-8
bd2198359cf34112aa72c75db6e93794c2e49f14,7e7f585f-2b32-465d-b124-640de6e8ca50,
0110f7c903ea41f5e45c0c526512c043b975325d,3e46ad33-d3be-4d06-864c-d38e36b6842c,298-303
e38cc62f0272a5437e8f05c926fe3e363e559cbc,2684c246-227c-4df0-811e-3d50230718dc,961-968
53e65a7e95daba84b72ba075a7f03e1b2c512971,ed9a3386-4aa3-4aef-bb64-3d03f206ba35,1-6
ba4b6a783ba8f649ff74a10928ad9972218eec01,57daf6a1-0322-4c66-b8cc-79061c668719,291-299
92347a9803add18f9613df01cf0685d8e472e856,69767b21-db59-4ee4-a9da-d8b590e6825b,8324-8328
14be3e7a76b7b38c7985f3408de28141a6df542b,02d8bb23-70f7-4320-9e4c-baf34672b1dd,
cd2b197cd8c29f11dc66a104b26cad8d512ef20a,199ffca4-2d84-41b6-a8e6-aba8377c1e90,547-551
af9e942cba8352b7517acef336f12a937237f09b,a99e0041-7196-446e-b1d0-8aa2cef4423d,
8da83f08e29fcbb2a041008aad324665682bb670,f5d2529a-6836-40ac-b52d-7f4a6b6dfa16,2121-2126
6f5ee7dc4d74c5e4ae0ce62e3825f56be1fc7311,956ecb4b-de59-4094-b58e-b485613dc637,388-397
db79b27df4b778dc53ac9268e3aed1d133854fd5,54ce5ad7-c774-4866-937a-59eb99a340a9,000179-000184
48ee0ff5de5832fd604edcec7426797eb90d3e1f,e07c3044-0b7d-4da5-9da6-436c1076e0e7,347-358
b941a7b03ca8a1dea327ce5ab9281812064f8eed,97fa03c7-b950-408e-8d39-7250c202b310,1-6
96b06de775fbfb947347ce2b82be3010a27266c5,dcbe51f5-79e0-47fb-ae2a-3569d3a9cc1c,1188-1199
fcf7030cd4c51be2bf58187b05b5b4972dc7788d,c9235991-f2f7-488b-bd07-4e28684116d1,823-829
dd2f5609714bf63abd689c955cbc5ae8e35cbe81,122aa8fc-9efd-439f-9b20-b518f4cdb717,1-8
501ca24271d49a41549a7f56d113b42d4c61ddda,f14e0a69-696a-40a9-83b1-1446884118f4,1-6
48402bec037fc2a5033c4dc7f90733b7e86da446,749b0914-f8d0-448b-8b4d-27c5d627efdc,4972-4980
90a87b0018433c85b85f3ba308f3f5a2a8aa4aae,e2f793c6-eb39-415a-906d-5c4387aaab8a,4951-4964
96a05940ac401e542847c41a39798e520505ad8b,0ea03f39-70ae-48ea-bd7d-e070baae9026,1-8
613dd12b854e70cfc3710c5d041c7e7e308b1257,9b725a1d-9b25-4bd5-a0eb-a32e29079684,1-12
a22cb621d7ff0315891a0a4d4319b9c189bc9e77,385c9fe6-f132-4539-9af8-4857306835e2,83-88
8a47be7c12d214e9afde07ffe6cbaee727aeac47,746a8251-2a9c-4caf-9f5f-d94b2f06575b,419-425
ea38182f7626bb75b12a1f35b97664c8a3298209,760ed92f-a592-406e-8d91-161eff52032e,885-897
9752fcbd064d1dd358ce9f5f1be4c569a035cddd,8f8f2713-e229-4e97-bfbf-fabf2b37ff5b,206-211
1fdc4208c409f3fc79a682b3ee82917b9870a034,bff13a2d-1f68-4009-8828-d386e48d0bb5,
d49a0853da7c4c12b82208d8fe6cd584f2cede11,f0035711-9dae-4049-aeed-dc306e5b9767,1-5
15c1493b668730bde772d30f6ebac05235c75f5a,90c7ceeb-17a6-4842-bee3-f69caf40f25e,
81ae967371e06827e97094ab0a67f860f5632977,216ec456-0bda-4588-a1c1-562f4420aa18,
50a371280bd3cfc9b308336a9d598fa6f4709ec5,3be8938e-5b04-4bb4-8436-71bf1389d125,1-6
1960404445e307b541c3b6ec536dffc3ee082e8a,1ededa68-153d-44b1-884c-3b044a47a5ba,1-10
093d57627eedaa0fec3c893078adf2d6aa7dcf4d,e653fb17-c21c-40a6-bd12-78f55a47521f,315-332
4c43ed595916beefce10118692a581472cf7a29a,3184d49f-ec72-417b-b3b7-d37dad8067f9,
134195def540ca50234aae3d978a17a9799d1949,f56b669d-b740-4aa0-919f-e94916a82d0e,1240-1245
aee69cf1e403c2aae27d5dc663ea8165a9b4a6d3,a195fd39-116e-4158-9316-2db6a1687aa8,198-204
39af150705b288e7bd058947d970dde2d179bec3,aa3448a0-2595-468e-9d15-abb0b0552ae6,1-6
6d462c657b3b9ee6fd5442e05cba357a5d06ac2c,7e7f585f-2b32-465d-b124-640de6e8ca50,
160fec318237da0bc55989df4242f4f103503366,0f0abd7a-ecec-428c-98cd-32aa2b3bc449,1-5
1bd1aff50c233b235e8a8d872896ebab36ee39ca,d54b48eb-8ec1-4beb-b93b-7fd365c0271f,4676-4687
04068c2ad14e94ed98bc225ee74fce8df98a9822,2cc7abab-ebcb-4fe0-a623-2f71a1a99453,76-83
b7b9248db942f44a626337813e4666e347c58ec8,4905d20f-0954-472d-8e55-033e9e2b03af,1-5
4a6e11ad74add6eb09c9e12693b893497399806b,4f1390b2-999b-4488-a348-fa19b1320386,422-427
04dd0bde82bca33751e6a6e11c2bddf5a4f6d029,a3fbcd07-d6e3-4719-8c95-b50b5f53571f,1-7
75d896babbbf9a00bc3c4c4d7bebe757ed6f5c49,9f9c40c0-1034-49ac-99ca-c216844cf587,
d26eea5287e5a26a7a7f74d4e43444fdb662b9ac,9fe68f10-150c-4c96-982d-7871cee3c640,663-671
2014b6dd3b9456906ab37f9ad1e191452a07a46e,ac759ab9-684c-4e3e-a688-ce036069f158,111-118
cf890f0994fbcf2c6f57d881ffbad6b7d86a1fa6,77298d3d-9050-4e25-84bc-1a4a6ac1fcdb,1005-1008
c8b4b5f2ade91d584df45f3e9177481c821577f8,18eefc2c-4fd8-4c4c-94ad-49640ed105f8,1-6
99bb775494644b52251f8c3dbbd4d4a615004a7f,21775910-8197-4d8b-ab5a-0fadac41c43f,1-7
1e088aa1f262fdf5b2339ae8d524f860c5b14c30,e2f793c6-eb39-415a-906d-5c4387aaab8a,859-873
80d4f9350fc0fa3b16bd3181b1d490ea524faa66,4d369177-d251-4123-85a3-f08e6ae48640,607-611
f92141b12c93cf11f149d6fdba20420c2e4e54a5,a58374ea-abcf-45a9-b2a6-d4f30aa0955a,1764-1769
548f5a06863828367f23f776c257266a579b7238,ce327f4a-871b-46f6-a3ab-c155b055ff61,1-7
6fabe9f87ce0187a9f3bec451bc089e88ffee576,48f89bdd-f338-4683-8e02-e124935c1d8b,3785-3790
5e950e7fd594c7c6929fa2c4f545a4357f303df5,fd5946ee-f2c4-47d0-89cd-dfd0881fb55f,111-120
522beabcb6e0a8bb5b6b6badfb4bd27071fe926a,32b8547a-ae6a-4fee-bffe-e9dec71a90ac,
b77ce0399bcd62e5e38cad47b7e6c8ff60333f39,f508fc91-4452-43ac-9145-b1f088990202,4196-4201
8214ce840899efb784a9b8adc2885bca12cc5e96,f948553a-c9f3-4fd2-8695-2f36b7f867b6,175-184
5bdea707bbfd0cc0a03bc650ea48f7b6de21be2e,3fc0bb49-584e-4508-89ed-42af19469069,693-698
5f448aa0f3cbc9fd98911af4889e62c3c1370562,4a9a23d3-40f4-44af-bf97-a17edfd5f456,
8e09f756da4c3844c308189c7b5de94cec038e5b,ccd17ef1-0505-4cd1-b75c-c9b329ab01ef,
9f0ff5677d9a91a5981814e8bf25b4acb4524340,c66afb62-a4a5-4d55-b6c6-a92a6f05f477,1-6
6d82e54d404b3dfd794588818188a9148e542ed6,7a692ead-2878-4c11-a7b7-b18f4135013b,
167adae4fb0318f2819f5df8d7d76b53ad2ef4e8,06ac4eb2-9eac-489f-93d1-7d92d3ccc3a5,4997-5006
abb9f6c10e5e01602980cf52f8f8ce6d1c3fe0c9,eeffcbf6-dc76-4e5d-8c74-90096678e3a9,
e6126678a7ee54786421d619dfd909c2eeafbbf5,4e3e7b35-85a5-4587-b8af-74f3721b944c,3688-3698
b5ce5ae81038531ec5ea3ce9df80493b5231f56f,ddde4817-2e0b-46e9-bd45-b372098a5cb4,608-617
06f3dace8a1da1ce203953c55da5bf71e1e20c4a,a8660214-785a-4848-a921-ca0bc2d543e0,607-610
5575ec38f0c179bd538aed02d0fd36e663b8104d,2be34137-9151-44a0-a241-86a84bf21e6e,151-156
a88528eaa15598134a81b2be5582a44d94753884,79ccaf62-ee22-4ec8-b7ad-f6fd8aa8473d,
5213e6f4403c7bddf62eca1cb1c4f5f89d6a38cf,63b034dd-d3b8-4d38-9a3d-69a2788efc69,6640-6645
380c289ccd7f1033f36a7ba6a380b30080fc539c,3a25498a-8828-4186-ab7a-cf4c38b4c229,
04d8dd818a0da899a3af75d8635539766e131e98,3b5bd6a5-8370-4ad2-978c-6b50de154653,328-334
d93354c057956924addd5a957ba9ee4a1dde7360,c40784e2-86d1-4708-b8e6-efbece11b8ce,
10aad54cbed60ef78211750feacf59e5aed43ab3,9008acb3-853b-479a-bbdf-3b8431174e4f,267-274
073471cf36f7246e26c4fd765e8eaf7cb9e86d27,83e38287-9a5d-4c16-9865-e1585ad2e3db,
64028d777e31cb18270379aaeb4da64260e381c3,8cbb697e-3247-4dc8-93a5-079701765601,164-175
0a0a32a9431cf0e3bf3db413df1e222aa4dc685c,4fda8d84-9b93-4532-99b9-b6b308a982a1,1-6
e093cf5af9687850cc15bb10c39017ae5def934a,f2386a71-7b79-410c-8ca3-30d2508a80fc,1-8
8c2cca3d36ebe2b7a899954d63583c0ce9039af1,7879092e-661b-47fb-ae9f-3658e734063b,49-55
e2da2f47ddf1f4bfde1e2d45f587fe4b63f9ea5f,6b42a3e5-d25b-4290-9092-5311ffdf04d2,56-60
b3fbfc317c6a675427125c12e8fc19b0165888a7,274b5e7c-9474-44c8-b3c6-c0dbf6aa5b9d,600-608
76c1063dd6f1b28a12aec65ecf8794984bcd000b,f9929acb-a403-4eb5-813f-b74154653981,
c1f6ec97752a6e5fbaefc73bcba001ddf5868914,18896698-4c21-4af8-a8ec-d3fd4f770fd1,839-842
4f4262e04d7199a437d82ddd02d4f9c90bf51f0c,e65d5ac3-1667-483a-bbca-6e32b93ad284,
c2c1172c89e22791eec421e889cb39cb0544b86c,506db7ba-a83d-4baf-a89a-d03c65758782,1-8
183350ecc01e1b4ed523db0147f557e4dd9aa818,72130ae5-342d-4c59-a757-b2ccd29c8bb5,88-93
a1c13faf265d9cd7f83daea1ce79847e2bdec5cf,894bb810-3a62-4899-bf70-af38bd7a777e,1-4
52f1fadf46d49018ac0b31bae9e186117c079ec5,4905d20f-0954-472d-8e55-033e9e2b03af,1-7
49395ab9ead40247f71a0b016a05cee97c9cbb2c,45d4afce-c75a-4632-a003-7f1381351d26,1-4
607866aa2572df5b14488484704ff4ec10b0a8eb,39d12dea-ec2f-4985-a2fa-1c094b9c2a71,161-167
1586c70a2e39d67f2ac5928647c241809881376b,dcbe51f5-79e0-47fb-ae2a-3569d3a9cc1c,396-407
1b62aa788ed602e5afb0b5aa09e6a0a9707cd7f0,d723f953-5e8a-4bc5-a62f-4ebd43b59570,1-6
1d434ae65664b49d57418d546e0839aed43fe282,14f56778-5b87-4f20-88fc-2bbcaf4c7f89,1-10
656dd9554dad2e1751a866dfe231f16e03f0d6b8,bbc51a4f-c626-47a6-b15a-7e812696d935,1-6
f2081326620275c61e799775965762fe601959b4,a6d1d0e9-d1e9-457f-952d-e0e40625e61a,2147-2151
9f765eb1220c95dc099f5c911ca2e268c2f05e85,2ba21445-123a-4148-ae60-a026471ee8bf,1-8
64c253b4bcbc9311353b63e1350cd79dc6a1ff00,e2f793c6-eb39-415a-906d-5c4387aaab8a,1171-1184
56f9f8342b23f6a3621613b21714944b9011e167,18896698-4c21-4af8-a8ec-d3fd4f770fd1,144-156
e43272b6d0cf8c6bb5931c226dc5dd47cf88b0df,760ed92f-a592-406e-8d91-161eff52032e,3675-3687
