paperId,editionId,pages
11a83cb0231edd963ef939d0712784596ec34d5e,56cff075-05bc-42a4-9f11-25c5c42f1c3a,25-37
ac77a02a31e2b822c21a78a7ca476cafce8f1f53,3fee01c2-3f3e-4904-aae5-336cdc8bef97,62-71
01cbbc11e3f66f089198f9eb77d71094d20c3338,6ab0cb3c-574a-486a-93cf-db560d235b4b,289-296
5c676050948a1dd2b26b2850e80f5586648ad2a0,66694cb0-ced3-4d8f-9392-9abca176e93e,241-247
cbc8c5237e97949df9a5f87fef9318edea60a339,20fada34-727c-4ec2-bac4-664c5d723b01,10027-10039
13f78cc67dbe38d395b3f30e6ba6d32e78a20a18,12f22332-86f2-427f-ac83-030f79f320c0,265-276
3a34873e55e97dbda35a8722c74c2a7cd39caa5c,064b7c50-3c3f-4e29-8a16-5a3e4241c39b,1158-1163
cff77921fff3aa42cf0953a331e53b78dbd6d867,4edfb8b4-1153-463b-8b74-7c68dda4303c,
40bfd8a82525c440c7a4c37e9be3bb6936f9ad0d,9c7a4417-57ea-4722-a6af-fabc9629ac2c,627
9339707d688f84aff3bd6ff7ccc1c8f2391b11ef,f58dd7f8-8556-4394-b558-c8b6394c7377,60-67
b69ca0904b9c6dc3ccd423a9ef7c718f33fe4f1f,363be3a9-375b-480a-a4e8-0ea82c3373d6,779-783
30f88d6b49b2fef6ac5c3d7365a157af94809d1c,fab8a660-7d26-4116-9261-a914eb333d85,
88a781106fa509d3c238739c86339e41a99ec1b4,c4986927-ea36-4f0e-bf23-eecf1384bb28,1-6
26614b754824eeb99da6daf747f071f1e6da1fea,db8c7db0-1ccd-46e6-a102-b67dc9592c77,508-511
86bb669a58a2a96d244427436cd1509a25fd77bc,3add2063-f2de-44ea-8181-e75e3e0e411d,
856217234b1b1e00f0bf781d50f806b9c722db8d,ff3e7bf3-cf7a-4353-b94c-7a58f98dabea,190-194
e3b247348087d87dfa4d16070deb3e84b8486e3f,a6d1d0e9-d1e9-457f-952d-e0e40625e61a,2221-224
273cd0a689b9116d3cb78309cdedff625165ce54,50e36986-f877-4903-98cd-bd2fb73247e0,1-8
dfb35ebe4fd754f59053d27c78f555bb5e7ccbff,f01ece23-b6cc-4ae5-bbad-a3122ef7e48d,397-405
8244771d4eabdbe84a1a6076bb881f6d76af47a9,f1a230a0-2d15-4cce-aaed-6bec100b1e03,1-6
b5f959a4eb06b882220a53f37b9bca2625820d41,0afc29e0-8092-4cb6-9ed7-ab5ed177cbbd,1-8
99e446871bfdbe9db524159107906d460579fe34,69575fb2-34a6-454f-b1f3-61c04f6bf654,970-982
0449b19979794ce56290185161d99fc6cdafb4d3,d8907338-d8b0-4420-90f7-6d1c9ca074f8,1-5
12b926d990122442d7c7e6a9ba7d22f2c900f28c,b25079a6-c538-4aaa-9e5a-6b8502aaf19a,
8b45a92769ea6479ee37f141fca6689bba2bd3ec,dcaa00ad-4b7c-4cce-9ad3-f5d4cddd55ac,212-217
36c93560cc56e89acf9eb2bba5bf3aecc668c1d0,f4248227-62c2-40a5-9a89-3473825a98ee,11597-11613
461570f7854a475e78c6dcc4fd73c8bca70d0efb,07f1ab29-eb49-4a69-9b84-123b52384310,1344-1350
83abfffa02e83dc215ec1dbe8d54f5aedd43ed98,638666b5-28b4-4954-bb44-13ae32af8d06,5-7
0ee6e43d470dff7fe1e6a3487895bf642de99cd5,43db2057-214e-4058-8668-ea262b42e6af,1696-1703
cc70554de52c0d1b3dc86f27cc74cdc5caf9928e,3f338a41-8d8e-4d08-81e4-48e3cd1e6d02,
bd62a020f91cf6a0b417b1ae509e9f55d2b91663,aac666cb-9f85-4839-87c0-17e303d75807,1-6
b596fb7e6fcb32344f47ebe945a6c493454dbf7b,69a19efe-a4cb-4cf9-a8a5-11f6de0917e1,319-330
dea9f11b75cea8d154ecf559279f529ec1799a38,d5105156-a43d-42c8-84bb-a5ca0553e6ed,5817-5825
e161e9b8475278994752f26d685afd5bcdb53deb,42002d24-9d21-408d-887c-0cfdeaacce80,40-52
f3d2bfe92e9a4519327d60c5a18176025e05c8cf,b54dbc77-dc91-404f-9f6b-5212f03ea35d,658-665
bbdd7324a64b1d5a87216a1a4d62c68cbddcf935,e8d56828-cfc9-47b8-b55d-fd160c9ccb00,577-581
96b4728a22761f3dfd70133f361e716a0ae8027d,b596805b-3859-43ef-ab97-0a7ba4af4577,4865-4869
b114fd2b36ab06e1c6b821f95ea41ad2841c3664,467343e2-7eae-4089-bfd6-514896ab9aae,977-978
4db8b0046192743abfae150a3b09ce96a73f486a,3cdd69f2-3ccc-4ce4-8751-d6f10841407b,51-55
46cbed9e4a78f1f7c5918e4322689c480feccdd1,a8660214-785a-4848-a921-ca0bc2d543e0,176-181
d86fefa2b1f9a2c032fca670a1f3fd3b25b7711b,d9a4435c-a999-4657-b3d8-66fb24d5ba3f,89-94
ed0636627261e11f4d67e329c9d746247af9b9ee,4b9e81e0-1f0b-4eca-9006-a3087f9c53c8,341-346
13aaec148290a633a6d5533768420cd52767709f,f4248227-62c2-40a5-9a89-3473825a98ee,7047-7065
187afd63a00e6506e0d3a37d03791ea28fbb828f,6b459e1c-dd94-42e6-8a7a-a88c4e40f697,1-4
2367397c2f3e5dbcededc4e09bfa7da6b60ca3c7,35d10b6c-1ffb-42f3-91d4-b62cd2594047,511-515
4f06e8c337e978fc2024ffa4274c52b460347585,69575fb2-34a6-454f-b1f3-61c04f6bf654,957-969
2e7fef47dddf9bc081335491886dd102d1d70e35,354e80ad-371c-45db-84cc-81566b97a60d,786-791
1cafa81b9bdd6cec43de9a812c61bd77ad178488,95db53c6-f8a9-4519-8a56-f8dfe407682d,3081-3088
db3b77fad8816c8dc9a925bf6dac63b372433887,749b0914-f8d0-448b-8b4d-27c5d627efdc,16431-16433
7848539720198faf368498b1f399813d58b1cf8e,1df7b16a-5d17-4c0d-91cc-eedd645969b2,1-5
a5f0867a5d80381358b93ac76719b56b1ea9a1f5,41934685-f3de-46aa-ad2e-cfc6ab99ab38,1-6
648a4f83aa11e6d1665beed502a465439215be53,18896698-4c21-4af8-a8ec-d3fd4f770fd1,183-194
57625fc84d908d02491242aa8a69ed2d696e68ef,d89d45f4-a0f6-4251-897e-59a4e51dd87e,
fd2c5e6e9cc61099325c6fce8cd420478dd80cf0,c9cc8417-f48e-4434-9df0-b1fa929111f2,
ae61e8adee661b676262e18840413d12ad697547,2cfeba21-075b-4cc8-bb5d-2f1cf4861c69,373-376
e950fcf276235e0c86bd26e5f40660b35334e305,1d3eb10e-7bde-4c18-9401-951010a6d4d9,215-21509
3992ccd2a8b2a387fd54b843b8895bd256961232,4553a840-d398-4421-a1c2-97688609b466,1-8
40fb68481a5a568d883957ba7e1bf4204132e6e1,2b8ed035-56ac-434b-aa50-31f21146c387,163-170
09ae33ff7a727d9f6d8c2a8cda234b9573ac57b4,8780249c-0e1e-4c14-ab92-56355a4789a6,77-86
8af1c743eaa87aee838f3e6b6d1fdb671886db91,c1f92837-73de-4ed6-b919-56f2a7a11a77,933-937
2c2acf3b1371269b119dd4799bb410be5d3f1a11,eac4c471-a107-4690-b1ac-c6c48fb9b71e,IV-1317-IV-1320
70318214c4a768d750c3b07b580390742e0342c1,ef611ad0-5bfa-4e0a-b6a8-af6f4bfbb453,1824-1836
e7c7392efa576eb183714233f8aa2013fd5b146f,5a3f98a8-31e9-49f9-9ac4-df3b70ebad0a,345-351
c8af14be9c9c723f4dc48194aa2a308e33b1498f,a80949ed-d045-4866-8a21-7ae20ee5c0b9,79-83
ac1ffdf8f373f0b5b4e8aba7621b7be15edaaa68,a58581e9-3d86-4569-ada2-e0e7b1e8b8bf,1006-1011
6f1317a9c5d43c7525ae971e4fbcbcd61883ecce,4368efd2-f39c-444c-aa2a-242880ca2466,
09f289f07e2d1299598d585e3c21067b2626c139,d57904bd-7378-46fe-87e7-9a339c3199f9,1-11
6e76554b4c99d448290fcb0bc35439f407cb7c29,19de3382-1966-4c10-8105-a34b26e74dd4,166-177
a413db2c39f7e75d1f10ddb68521fdb7dc1d9b34,95a73b51-b148-40bb-95a1-a928da2538be,492-497
43c2cf03ecf4659346564c801e0eab6dd773356d,9868586c-f651-459a-8cbd-ae60a86f14d6,9087-9091
574230a5715b27e017e3a5062dcec791e9ed49ee,a3d7da54-d57d-42bc-a0e5-98b5355a5560,376-379
aef0161883cfd49bbe26826cf2e40f8195ce59cf,80d85f5d-d295-4fb0-97a3-015092db28d4,
2e761fe1771d83962eacb7acc473d132bf92b1d3,69575fb2-34a6-454f-b1f3-61c04f6bf654,2425-2437
13965b5d9eaac68b5c329dd0fa1071500677d918,02732534-8787-41cc-89a3-8d47ba6acab3,206-213
c342a43dd61ae36d7a8e22bc80cf9da347b68acc,2b5affd6-4eb8-4724-9e66-fb27abdf988b,632-640
782e27c683ab26e100ace1304b7051742606bca8,df8d44c0-ff26-4272-ab2d-191fd838dae3,430-435
0fde27ceb75cfe582d29650d90c62d90548dde5d,a271a98e-8bd0-40ef-8acc-f2a840b97e61,583-588
f61b5a8a1e5d35ee64aee919ac2c984c5055d4e2,1c2deb82-3a12-4dd0-a551-b380b509de9f,1625-1632
1a970ce16d74c32329107ae88cfc83d0f340b619,5edb6be2-63df-4dc9-95b6-85b926d0d87f,436-443
4ff4e1353e52fa6069e2e913c32e067f7be6c3c9,ed1954cf-3d5e-4dbc-853c-1710fe0faa80,556-561
766dc187c4c897b97cfa21396eafb1002db35594,cf421a05-5402-4621-952a-e8b3aa53dc67,1-4
11031fd1277130501a395abba634a4b12f76e17f,3fee01c2-3f3e-4904-aae5-336cdc8bef97,1258-1265
d035193858ce8504c34aeaef936cb0a706de18dc,d737b2bc-92b9-4d09-8f7b-18d90723a59e,
eeffdd21dc8f96f28fe49b5e8082346e6cde3f18,b0b6b5a5-a261-4e9c-8785-b3382f018d7a,
dd3a28a5ff8205898947f9d4cd3a3b8915954094,5d19c715-d67e-45e3-a62a-da2a572345e3,
ec0a1fb33ac4d13337bc306b355adfbff7dd62ab,746a8251-2a9c-4caf-9f5f-d94b2f06575b,1662-1667
5e2473e72c327a4c53206e7a90682bf4c942a4dd,ee21d237-11c9-4ff5-aa6f-450c4cbe0de9,277-284
a923312220fad7a21dbc26654a0306068e6773fe,4f9f40c7-f214-408f-bba2-ab61940a691c,
d2d6ef955dcb720bb5f7efee34528543cb553ef4,0a8e8369-f14d-49b4-9685-3a473b6d635f,1-11
687202004831cab67a2ba2c0438f737499b77541,12f22332-86f2-427f-ac83-030f79f320c0,1802-1805
5d84b5219887f1b78342168a753e4393987ddc97,2c5327b3-a577-4045-a277-416734bbdf21,1-5
007bfc97c98190de8f35cc6a9a864a773f8d949d,ce327f4a-871b-46f6-a3ab-c155b055ff61,1-5
4396e91607e4abedccbd970343872c8dbbe63257,e929ae93-3b14-4f5a-8111-9dc499e6b3e4,
e437d50fc5ccbd2c4765c4253c3c40c05a8f2ea6,e653fb17-c21c-40a6-bd12-78f55a47521f,261-280
8d9d275585601a234f646b8a533bd66557e402f9,0e2a959a-feb5-4098-b931-637dd1726bd6,147-164
67a092a768698b23754f7a0610a71330b4770d5e,cd35539a-28d9-4c51-9015-d88b8a83ab9e,129-132
bc1d825973d44a64feebf0581fb7a60dc705144d,be09e7fb-47fa-47d6-8c52-d2630836e46b,69-77
abb7598a1ed344cc302fe175fe2795452d878374,4e3e7b35-85a5-4587-b8af-74f3721b944c,4383-4395
be73ebe1c3af3b8cafab7d815a4bf16b99e8779a,e2f793c6-eb39-415a-906d-5c4387aaab8a,5371-5375
ca73e1d896a21572527e129bad256d02866fc62e,4dc5910f-cc00-4e37-81fc-38781c9be6bb,1-6
adcfb43a22a5cc02fb340cebe7b58dd336a3c22a,7da53faf-36e0-4416-9bb6-9bd0f50c2837,
add48d35c870d1be214100660c8b3c73503e5db2,efbeec43-0afe-4708-a67c-efeec6dcb816,1284-1287
9d63a2143b4dfb77e130ec2a31cc1df66a21898a,35eb9211-ee57-4a6b-b323-2b1a9849547b,
1284c58ea040c4ab36b84cbe1039bc8677a0ddca,ff744f05-5103-4c6b-a0ec-167b11047442,131-140
64b20b68f2a2fbb93bf70bc3acee43369e898a3f,760ed92f-a592-406e-8d91-161eff52032e,2468-2480
9016a18f85ef764aca7f63b023460a24d01f227d,4ed69868-6bf7-40f9-a5ab-008cb7e5738e,
4d2d8f190588508367b8bff427f5d87f7e4b3666,ed9a3386-4aa3-4aef-bb64-3d03f206ba35,1-6
e0dd8c80d90496de45182cf5ab03d3a22a28cacc,7b7c7036-8d99-4a98-b67b-41477f45bc36,28:1-28:16
e86c466fd5660367cec057e118f5c5e7b8a1375b,1e35852e-2fea-46e0-bc52-b0004307edd7,
eb5eee35ca4a13c6abcf69fd65007592dd089cf4,6e5a81f1-1c4d-4394-b626-5c5ab0d12c9c,222-227
5fe843dd87fec98c6996a425e1e2254506891cc5,e2f793c6-eb39-415a-906d-5c4387aaab8a,4194-4207
d62ebf83b1bc7be15782eada86fca2360c240747,561cebc2-e686-4431-8aa7-83ee910a345c,886-890
26094b78caef46d02bedd7abf28d5e98fefea3f4,12f22332-86f2-427f-ac83-030f79f320c0,1558-1569
5c03e7f2146a80d9917c9761e8337b810a467e99,97ffffec-0e18-43e6-9f91-9bc5f847d56b,1-15
ad0b45822e790d80ed87230e523ef8f4d5a96008,14fc3a47-ea59-4eb3-a077-00a92e0e117e,000475-000480
c9ccc91912870d1d5364658820646c47a99b0364,9f9c40c0-1034-49ac-99ca-c216844cf587,
ecc88fea2c8e25ea3a3dea54caf35a44ae5d6b29,514308b2-00d2-4e0e-ade3-281e1d70cff6,382-391
b97f0de7b6ba75c84b41923616c8361e473d40db,2be4a363-dbbe-4df6-a9fb-a28ef5d6b257,901-908
12d4a175ad4d9421888bfbe0f630d3244d7ea92e,3d3fc7c2-ce3d-4377-a923-fc2276eb8a5e,25-33
efb12f931b628e08cf993a9b191e2362c0b214fb,d028821e-607e-4a95-9082-b0e8076c36be,1-7
8870d4b1e736fa7dfde27ab87664e959e14201be,32b8547a-ae6a-4fee-bffe-e9dec71a90ac,
6940c3ab7537aff71e137ea78b042eeab346a3b8,0b306800-3fde-4197-9f6d-046e769004b5,
01b186e1ddb25d0282a13f3a7b1fa3ed1155d3b3,a855967b-0036-4c92-b1e8-9bbb3cd926e7,798-815
1db51642aac42a0f1422228205307ccc42de5d9c,54a0c822-12b3-4094-9702-3352f20c10fa,
1804c012320f26404f60433ff88b1ff1b7b2059f,dcbe51f5-79e0-47fb-ae2a-3569d3a9cc1c,2279-2284
7d9bf1cdcea0f4bdfd79ab87b9aaabe39b309af8,f0af7c3d-0e75-4907-b074-1e0860aa11b7,27-32
aaf9fd2fe61abd77ab622c73f015e317017d4746,c2021086-1f99-4e5c-80b7-da6c1949d586,425-430
51af2eafbdd5dce445a7c85ac090b43a292ff64c,fb0dfbf9-d902-4322-8850-25c101dbb283,1-6
