authorId,name
1398421069,E. Sanchez-Rodríguez
2197120279,Celia Rodríguez-Pérez
1399245256,O. Rangel-Huerta
3301863,M. Mesa
2106294609,Tiago Almeida
2143045303,R. A. A. Jonker
145130156,Rui Antunes
47288362,João Rafael Almeida
2298296744,Sérgio Matos
28064634,Carla MJ Spruijt
2078755784,A. Grimbergen
144672421,M. Breuning
40317921,E. Koning
2018089654,Anastassia Demeshko
6518858,David Pennisi
2015107935,Sushil Narayan
1395803657,E. Pius-Sadowska
2063014287,Anna Niedźwiedź
39588109,P. Kulig
15396739,B. Baumert
7910633,A. Sobuś
48101204,D. Rogińska
8148797,K. Łuczkowska
1419494958,Zofia Ulańczyk
2005547402,Szymon Wnęk
1414117774,Igor Karolak
6516322,E. Paczkowska
6618200,K. Kotfis
3663973,M. Kawa
7883135,I. Stecewicz
2051569472,Piotr Zawodny
3902819,B. Machaliński
51979618,Joy Maddigan
144780559,A. Farrell
6769847,V. Jearth
2241744362,Mitali Madhumita Rath
2241781788,Abhirup Chatterjee
2241896267,Aditya Kale
2239080496,M. Panigrahi
16332506,I. M. Mokhosoev
2232708131,Dmitry V. Astakhov
2848332,A. A. Terentiev
3316251,N. Moldogazieva
2332076625,Lu Zhao
2051410708,Yongkun Fang
50561176,Jing-qiu Zhang
2211899466,Chen Wei
2188610351,Hao Ji
2273908681,Jiahao Zhao
2271491435,D. Wang
2261982298,Dong Tang
2218280216,Alexandra M Filipkowski
49858452,S. Kundu
2458184,Svetlana K. Eden
5096152,C. Alcorn
2021363,A. Justice
1390027186,K. So-Armah
6812885,H. Tindle
6969972,Q. Wells
3158459,J. Beckman
1775123,M. Freiberg
144089238,R. Kruse
2004321504,H. Ngai
2162730106,Dae Kim
144550335,M. Hammad
5325774,M. Gutova
145173962,K. Aboody
2052347281,Christopher D Cox
2239172251,Wen-Qi Tang
2313358557,Ye-Qin Zhou
2343097108,Xing-Yu Gao
2268748293,Wang Li
2152759725,Ming Xu
1759782,Zhi‐Yuan Gu
11774063,B. Nayak
1398115781,S. Ciftci-Yabanoglu
4276179,S. S. Jadav
12215158,Monika Jagrat
16239699,Linmiao Li
2118328106,Libiao Zhang
1973906,Xiangyang He
4047605,Yepin Yu
47478870,Ping Liu
2158104520,Wen-Zhong Huang
123091322,Zuofu Xiang
2151038864,Rui Wang
11446621,Miusi Shi
74078336,Feiyan Xu
2114966424,Yun Qiu
40075735,P. Zhang
151500231,Kailun Shen
2118377328,Qin Zhao
49402609,Jiaguo Yu
144687647,Yufeng Zhang
2015326,Chia-Mu Yu
37790069,Weiren Yu
145002459,J. Mccann
144019071,Philip S. Yu
1682949,F. Kerschbaum
145139628,T. Schneider
1991467,Axel Schröpfer
2119391936,A. Hussain
2143502009,Muhammad Farooq
39480168,R. Naqvi
2143580387,Muhammad Qasim Aslam
152744562,H. Siddiqui
2524897,I. Amin
2174508948,Chengcheng Liu
2146075724,Xin Liu
3383420,J. Scheffler
49904422,Muhammad A. Asif
2657181,S. Mansoor
119728772,Kyuhan Kim
8450795,T. R. Lee
5080837,Eun-Gyung Cho
4263556,Yosef Rosenfeld
2240916528,Michael Mohnasky
49121665,Jennifer E. Brondon
2152575141,Sang Yub Lee
2110018141,Kyungmi Kim
2247772668,Chun-Ming Chang
2165605845,Ho Yin Pekkle Lam
1833802219,M. G. Castro
2003128,N. Birch
3214080,Larissa M. Fraga
67309434,G. M. B. Oliveira
143719336,L. G. A. Martins
2313803983,Conor J. O’Donovan
1521797220,Lay Teng Tan
2313798614,Mohd A. Z. Abidin
2301559705,Marion R. Roderick
2248788164,Alexandros Grammatikos
2302672679,Jolanta Bernatoniene
13445720,D. Walsh
27423196,Sii Hong Lau
50318867,Michael G. Hyatt
7952212,Damien Guironnet
2130227624,V. Guglielmi
4165637,A. Bellia
5206338,S. Pecchioli
4796392,G. Medea
15697738,D. Parretti
4241177,D. Lauro
5084813,P. Sbraccia
144720363,M. Federici
3414756,I. Cricelli
3414773,C. Cricelli
3415149,F. Lapi
2089204640,Umer Mushtaq
1788189,Jérémie Cabessa
2068124698,L. Du
18096239,Zhenbing Ma
4561278,Hude Mao
2057071809,Quan Nguyen
2051569,Piero Carninci
5194032,D. Swetnam
36781306,C. Vogels
151196062,Ryan E Tokarz
2109281495,Ryan C. Smith
1400484766,S. Romero‐Garcia
1400484721,H. Prado-García
1402966688,Ángeles Carlos-Reyes
2374516,F. Cousins
37412470,B. McKinnon
15766487,Harriet C Fitzgerald
2111338897,Chenyu Zhang
143824136,C. Gargett
4334441,M. Milczarek
6879045,M. Chodyński
1401141507,B. Filip-Psurska
2526940,A. Martowicz
47568630,M. Krupa
48771317,K. Krajewski
5460024,A. Kutner
3702991,J. Wietrzyk
2086915482,Jérôme Ghidaglia
4331783,N. Golse
47722145,A. Pascale
4280822,M. Sebagh
50520098,F. Besson
2274558693,Alireza Shoari
2210771461,Arghavan Ashja Ardalan
2338197838,Alexandra M. Dimesa
2268122912,Mathew A. Coban
46256045,A. Alam
6238059,M. Parfyonov
2180281214,Camille Y Huang
2180175732,Inderpal Gill
144389387,M. Connolly
2979882,J. Illes
2237399788,Caiting Yang
2087142858,Yu Lei
2059821601,Tinglin Ren
2239130841,Mingze Yao
2004804479,Huige Tong
2247212555,Varun B. Dwaraka
2256591750,Qingwen Chen
2164738670,Qi Luo
2262177699,Jessica A. Lasky-Su
2269122079,Ryan Smith
2276444951,Andrew E. Teschendorff
32689154,G. Chiang
3479842,I. Kovanlikaya
36885897,Changho Choi
38540770,R. Ramakrishna
50089779,R. Magge
1962751,D. Shungu
115859436,Ali Pourhatami
1411324740,M. Kaviyani-Charati
1581794713,Bahareh Kargar
1572190752,Hamed Baziyad
50766029,M. Kargar
2065409163,Carlos Olmeda-Gómez
18174569,Riddhi Ghosal
1808719,S. Chatterjee
8131982,T. Ohata
31571906,A. Tsuchiya
6431026,M. Watanabe
2060201002,T. Sumida
144697850,Daniel J. Welsh
2115588137,Simon P. Jones
2310238517,Anar Yeginbergen
2295670396,Maite Oronoz
2067153840,R. Agerri
2218259337,Nicole Forster
3531799,K. Semotiuk
148411637,Yael Silberman
15565209,S. Randall Armel
4063096,J. McCuaig
1931951211,Vanessa Di Gioacchino
1684129,Fabian Suriano
6426766,J. Tan
10372751,N. Wiradharma
48058511,Alshakim Nelson
39576196,Yi-Yan Yang
146034083,A. V. Campos Coelho
2133314734,Bruna Mascaro Cordeiro de Azevedo
3522617,D. Lucon
2061357889,M. S. Nóbrega
2061211279,Rodrigo de Souza Reis
15180763,R. B. de Alexandre
2133312206,Livia Maria Silva Moura
2133493294,Gustavo Santos de Oliveira
50077923,Rafael Lucas Muniz Guedes
2341230,M. Caraciolo
13542844,Nuria B Zurro
1473625027,M. Cervato
2125888484,João Bosco de Oliveira Filho
8552976,Jing-Kai Lu
2153291571,Ruxuan Zhao
1857343663,Fengran Xiong
2146280041,Juan-Juan Zhu
48689212,Tingting Shi
2280132609,Ying-Chao Zhang
2280112632,Gong-Xin Peng
2157348754,Jin-Kui Yang
2106148564,N. Takahashi
6607635,L. Pongor
2214872666,Shivam P. Agrawal
2142303132,Mariya Shtumpf
2347308041,Ankita Gurjar
49682451,V. Rajapakse
2304769617,Ahmad Shafiei
2219850612,Christopher W. Schultz
2304894410,Sehyun Kim
2174066256,Diana Roame
2174065369,Paula Carter
13560686,R. Vilimas
29795183,Samantha Nichols
2284227799,Parth Desai
2266413441,W. Figg
2304766338,Mohammad Bagheri
2570392,V. B. Teif
2317211952,Momoko Sato
2317538575,Kaori Muto
5365782,Y. Momozawa
2281498591,Yann Joly
4116488,R. Patini
40327506,M. Cordaro
2220717411,Denise Marchesini
2220723040,Francesco Scilla
12334156,G. Gioco
1503621046,C. Rupe
74297146,M. D’Agostino
145910879,C. Lajolo
144563782,V. Kumari
46961874,A. Saxena
39454300,P. R. Krishna
2508949,Huan Mo
2945899,Nathan L. Bachmann
4395500,R. Rockett
4527927,V. Timms
40583914,Zuowen Tan
2315447143,Haohan Zhang
2091086179,Peiyi Hu
2084563567,Rui-Qi Gao
6160784,R. Fan
114904808,Longchao Zhu
49017650,Emily Y. M. Wong
1891531,Carol S. F. Lam
21324012,G. C. Lo
2046804384,Felix C. H. Fok
1392890830,R. Au-Yeung
32954086,K. Kok
118508340,S. H. Mirlohi
2332997274,Sanaz Tajfirooz
5782504,M. Rouhi
148023979,Sevastianos Chatzidavid
82205665,Christina-Nefeli Kontandreopoulou
6980916,Nefeli Giannakopoulou
145866073,P. Diamantopoulos
2141888371,C. Stafylidis
4130395,M. Kyrtsonis
48461247,M. Dimou
4659814,P. Panayiotidis
2251123995,Nora Viniou
35371477,Alessandra C. Setaro
6053436,M. Gaglia
30400651,Chamitha J. Weeramange
2131529690,Cindy Menjivar
2305319160,Pierce T. O ’ Neil
2275062343,Samir El Qaidi
2246360251,Kelly S. Harrison
6038133,Sarah Meinhardt
2275062747,Cole L. Bird
2195629478,Shwetha Sreenivasan
6016019,P. Hardwidge
2263627481,Aron W. Fenton
2275063877,P. S. Hefty
2275063467,Jeffrey L. Bose
1432685847,L. Swint-Kruse
2266442440,Chris Whit ﬁ eld
144642599,Meng Hu
2116060133,Jia-Ming Zhang
116493404,J. Bao
2174691117,Aniqua Tasnim Chowdhury
40589911,M. Hasan
1470687390,Fahmid H Bhuiyan
152242343,Md. Qamrul Islam
2181917318,Md. Rakib Wazed Nayon
2052514359,M. Rahaman
39366417,H. Hoque
5814356,N. A. Jewel
87588397,M. Ashrafuzzaman
3979205,S. Prodhan
2044620132,Lang Qian
2144334182,Yue Wang
2145944631,Min Chen
50493189,Jia Liu
46237021,Ruiyang Lu
2051957478,Xinfeng Zou
48304879,Xiaoqin Sun
51118160,R. Alrashoudi
5674857,Manal Abudawood
49903478,Ayesha Mateen
4322502,H. Tabassum
2229834543,Noura Alghumlas
46624497,Sabiha Fatima
115081922,Basmah Almaarik
9302284,Farah Maqsood
12924804,Nawal M. Al Musayeib
1391149874,M. Amina
1821928,F. Jiao
108703727,Ruoyu Guo
3053812,J. Beckmann
14701553,Zhong-hai Yan
2145256876,Yun Yang
2146556013,Jinxia Hu
2153688495,Xin Wang
153814289,S. Xie
2144226094,Xiang-Ling Liu
91861592,Jing Chen
2118325142,Shi-Yue Li
39573477,Kevin J. Thompson
1401047577,R. Leon-Ferre
4491394,J. Sinnwell
3632116,D. Zahrieh
35244952,V. Suman
2172528608,Filho Otto Metzger
12063859,S. Asad
2673996,D. Stover
2822772,L. Carey
4149416,W. Sikov
3218753,J. Ingle
40120817,Minetta C. Liu
153812427,J. Carter
2216813,E. Klee
144553753,R. Weinshilboum
6877441,J. Boughey
2308423,F. Couch
47396641,M. Goetz
150331642,Vikas Hassija
3185174,V. Chamola
5265167,Vikas Saxena
150076442,Divyansh Jain
150259972,Pranav Goyal
48440849,B. Sikdar
34651006,Chunhua Su
49640041,Jianying Zhou
145314384,F. Bao
19495952,T. Takagi
145106127,K. Sakurai
2115228347,M. Ahmed
48223617,J. Muffat
2117016015,Yun Li
2142702695,Bastien Ducreux
2276197521,C. Patrat
2298229040,Julie Firmin
48048227,L. Ferreux
2244560731,Charles Chapron
2269898193,Louis Marcellin
2276196084,G. Parpex
2269898189,M. Bourdon
2283757130,Daniel Vaiman
2269888905,P. Santulli
2250836196,Patricia Fauque
2249303873,Jeanette A Johansson
13075314,Kerrie L. Marie
51166428,Yuting Lu
3684068,A. Brombin
36568147,C. Santoriello
94934063,Zhiqiang Zeng
3168789,Judith Zich
34619668,P. Gautier
133681475,A. von Kriegsheim
4612078,Hannah Brunsdon
92361825,Anne Wheeler
10780163,Marcel Dreger
2249314692,Douglas R. Houston
2249301827,Christopher M Dooley
2249299872,Andrew H. Sims
1402547899,E. Busch-Nentwich
2243583282,Leonard I. Zon
2249301951,Robert S. Illingworth
4120417,E. Patton
2258455282,F. J. Luque
1825367183,L. Guimaraes
94154379,Caio Vinícius Teles Rossini
7004686,C. Lameu
8541607,Gonzalo Scalese
52063654,Zeyad Arhouma
147224232,Kateryna Kostenkova
1403013131,Leticia Pérez‐Díaz
4852480,D. Crick
3727030,D. Gambino
4466256,D. Crans
49361611,Johannes Winkler
46794109,Xueyan Sun
3091128,Junyue Wu
2107944377,Shuhui Zhang
2153579948,Lu Luo
2120633542,C. Mo
2053948102,Li Sheng
39931576,Aimin Ma
28951103,I. Cruciata
2452221,J. Debski
3261779,M. Dadlez
49081469,S. Chakraborty
5530819,K. Dhama
144065134,R. Tiwari
88796602,Mohd. Iqbal Yatoo
32490132,S. Khurana
5459520,R. Khandia
1758959,A. Munjal
77113108,P. Munuswamy
48387969,M. A. Kumar
3297136,Mithilesh Singh
2115743945,Rajendra Singh
2115450464,V. Gupta
7016834,W. Chaicumpa
1825961843,Rafael Ruíz-Partida
51061902,Sttefany M Rosario
46829020,Manjinder Singh
152932373,Maninder Kaur
40088361,Navriti Chadha
3477128,O. Silakari
6755425,L. Michalczuk
6248515,D. Ribnicky
88086579,T. J. Cooke
26549140,Chih-Hua Tai
153314745,Ming-Syan Chen
6182598,G. Hasler
2118768009,Nan Chen
82796576,D. Hassen
1657567656,Tracey Klinger
79317699,S. Snyder
107663789,V. Schlieder
80622085,C. Celesti
6670478,T. Gervasi
3536236,N. Cicero
4237604,S. Giofrè
12007347,C. Espro
13488383,E. Piperopoulos
5664487,B. Gabriele
39124990,R. Mancuso
2141648805,G. Lo Vecchio
9821119,D. Iannazzo
10274577,Dawn Ronan
10754043,Y. Baudry
4190604,D. Jeannerat
5699086,S. Matile
33341521,Dana B. Gal
4575877,N. Deuitch
2051046114,Rosalie Tang Simon
30030630,Eline A. Verberne
115532517,L. M. van den Heuvel
2006167559,Maria Ponson-Wever
2099980372,Maartje de Vroomen
117336558,Meindert E. Manshande
1725409313,Sonja Faries
1399098839,Ginette M Ecury-Goossen
114566285,M. V. van Haelst
2247639323,Filippo Causa
13447487,R. D. Moglie
6968801,E. Iaccino
35789567,S. Mimmi
2251243387,Daniela Marasco
35021269,P. L. Scognamiglio
3003933,E. Battista
144779034,C. Palmieri
2077088385,Chiara Cosenza
2251229325,Luigi Sanguigno
2300858,I. Quinto
2250802681,Giuseppe Scala
4685801,P. Netti
2339152408,Himisha Beltran
2123239599,Francesca Catapano
2313614866,Mohamed El Hachmi
2187084086,Natacha Ketterer-Heng
31452260,F. Mari
1392238628,M. Morris
2220327,C. Cordier
11477450,Nagesh Jatangi
11300155,R. Palakodety
2321152073,Yaopeng Liu
2268721226,Lin Wang
2205756372,Juan Wang
2345437377,Mingzhe Lu
2143065673,Na Liu
2268631764,Jianmei Zhao
2344243231,Fangyuan Hu
2346787714,Keguang Han
2144178476,Junhui Liu
2110276809,Junwei Wang
50011445,Zhina Qu
3845334,I. Guessous
5549573,J. Yeh
2149106604,Qiang Xu
101211390,Mengjing Cai
2114168345,Yuan Ji
1965771852,Juanwei Ma
2235338658,Jiawei Liu
2226140234,Qiyu Zhao
2226221993,Yayuan Chen
2109882492,Yao Zhao
2190403904,Yijing Zhang
2164739337,Hengliang Wang
34570230,Lining Guo
1768828809,Kaizhong Xue
2274076470,Zirui Wang
2211929243,Meng-Nan Liu
40397530,Chunyang Wang
9462215,Dan Zhu
2152943075,Feng Liu
2134608924,Suqiu Wang
2256609295,Liangzhen Zheng
49141756,Xiaohui Wei
38974369,Z. Qu
2297133818,Liubao Du
2301958835,Sheng Wang
8388199,Nianzhi Zhang
1752741371,Jihang Shi
2151301193,Guangya Li
2145288225,Lulu Liu
2164214416,Xiandun Yuan
2136916695,Yafei Wang
35135107,Ming-guang Gong
2144183993,Chonghui Li
2056721084,X. Ge
2143513277,Shichun Lu
144058528,F. Vianello
4529599,A. Cecconello
38382614,Massimiliano Magro
51235461,Rouba Jneid
10712130,Rihab Loudhaief
1432745480,N. Zucchini-Pascal
1423066205,Marie-Paule Nawrot-Esposito
2162742401,Arnaud Fichant
3698981,R. Rousset
153826474,M. Bonis
48376054,Dani Osman
6826607,Armel Gallet
2230286344,C. Tommasoni
40464286,E. Fiore
13555213,A. Lisuzzo
6307818,M. Gianesella
90533054,K. Lindauer
48012825,I. Shaanika
2713808,T. Iyamu
14445480,A. Halder
2985951,L. Curtiss
2457791,A. Fortunelli
1393591007,J. Domingo-Ferrer
145722953,David Sánchez
1409471670,Mónica Muñoz-Batista
2159578980,Shaolun Liu
2317492312,Andreas Tsakalof
2334675494,Alexey A Sysoev
2334671709,Kira V. Vyatkina
2334675171,Alexander A. Eganov
14912733,N. Eroshchenko
2334671893,Alexey N. Kiryushin
2145197891,A. Y. Adamov
2291812912,E. Danilova
2249414799,Alexander E. Nosyrev
36557113,Martina Tommasini
48027955,Elena Pellizzoni
92789196,Valentina Iacuzzi
7409375,E. Marangon
48957478,P. Bertoncin
5650330,G. Toffoli
2826389,M. Resmini
2110615928,Yuanyuan Li
9988977,Luan Xu
49640391,Tong Chen
2111036716,Xiaoyan Liu
2145164405,Zhigang Xu
2118042354,Haixia Zhang
2089415557,O. Duval
2310254147,Hussein Sabit
2285701638,Timothy M. Pawlik
1412523236,Shaimaa Abdel-Ghany
3608910,B. Arneth
2975710,J. Terwilliger
2143821,F. Haghighi
3090671,T. Hiekkalinna
4370188,H. Göring
2050671362,P. Guruprasad
2214392818,A. Carturan
2136585821,Yunlin Zhang
2269447178,J. Cho
88792656,K. G. Kumashie
2144722839,R. Patel
2116674051,Ki-Hyun Kim
48173664,Jong-Seo Lee
2269419138,Yoon Lee
2283929534,Jong Hoon Kim
2115776801,J. Chung
2304894792,Akshita Joshi
2269223924,Ivan J Cohen
8000321,Maksim Shestov
50175137,G. Ghilardi
2269430820,Jaryse Harris
2050662674,R. Pajarillo
2261181309,Mathew G. Angelos
2274574399,Yong Gu Lee
2304526233,Shan Liu
2116863186,Jesse L. Rodriguez
2193251546,Michael Wang
1454349956,H. Ballard
2269414308,Aasha Gupta
2205523055,O. Ugwuanyi
5358552,S. Hong
2269214260,Audrey C Bochi-Layec
67045560,C. T. Sauter
2249267445,Linhui Chen
2238553470,L. Paruzzo
2246686192,Shane C Kammerman
6531993,O. Shestova
2269580340,Dongfang Liu
2304545209,Laura A Vella
2238553408,S. Schuster
2263979078,J. Svoboda
47305780,P. Porazzi
6344309,M. Ruella
4337398,A. A. Seryapina
2260842807,A.A. Malyavko
150351117,Yulia K. Polityko
2260842785,L. V. Yanshole
2266947260,Y. Tsentalovich
2252475666,A. L. Markel
2079111035,Andrea Marchetti
2047855558,M. Rosellini
47411122,A. Rizzo
46197199,V. Mollica
6875831,N. Battelli
2140013,F. Massari
2493425,M. Santoni
12016706,Yi-Ying Lu
1402107118,M. Abu-Halima
88517435,F. S. Oberhoffer
113830001,Mohammed Abd El Rahman
145314547,Anna-Maria Jung
5858953,M. Zemlin
5431156,T. Rohrer
47552366,M. Kahraman
145122867,A. Keller
144964249,E. Meese
1401027903,H. Abdul-Khaliq
10648626,Choong Eun Jin
12537430,Bonhan Koo
35004124,Eun Yeong Lee
1915234,Ji Yeun Kim
3024525,Sung‐Han Kim
144724434,Yong Shin
2298708901,Yu Shi
2298590282,Shijian Miao
2321733223,Yuan Yuan
2117787008,Yang Fu
2298734805,Chengjun Sun
2255689604,Hongsheng Wang
2072495773,Mengmeng Ge
2322657691,Dongyun Li
2314464490,Guomei Shen
2314429937,Xuan Gao
2255592661,Xiaowen Zhai
6741449,Christine F. Markwalter
2064006940,Andrew G. Kantor
52226240,C. Moore
40257399,Kelly A. Richardson
2240467403,D. Wright
1916230,J. Carlson
6741284,J. Roth
1422007577,Evelyn Robles-Rodríguez
2298435617,Linda Houser
2298438559,Belkys Sanchez
2262058580,Catherine L. Ormerod
2298436108,Stefanie Washburn
78024849,S. Oertle
2298432112,Bonnie Jerome-D'Emilia
4398131,N. Park
88430916,Yuhji Yamato
1423269765,O. Ceyhan-Birsoy
51175329,J. Murry
2346518319,Nanditha Boddu
2346527270,Padmapriya J
89746926,Sridhar Reddy Vulapula
2346534113,Cettymalla Rama Krishna
2224199284,Fouzia Sadiq
2224200387,Robert A. Hegele
2062834193,Alberico L. Catapano
2224200356,Urh Groselj
12243523,M. P. Douglas
2119322095,Anika Kumar
49794717,Xiuming Chen
2722913,Q. Qiu
1987806,P. Feng
2125693994,Selvaraj D
2194399580,Udhaya Sankar S M
2190302798,Dhinakaran D
2205537503,Anish T P
143723723,S. Revathi
2090527865,R. Thiagarajan
2221329240,Jane W Liang
2265168146,P. Kraft
3592046,B. Griffin
2067821091,M. Chan
1396311393,Nikesh Tailor
14670718,Emelissa J. Mendoza
48556295,Anders Leung
12139266,Bryce M. Warner
39852292,Estella Moffat
2797784,Shihua He
9733051,L. Garnett
6814813,Kaylie N. Tran
4817004,L. Banadyga
1442242596,Alixandra Albietz
121657066,Kevin Tierney
144221081,J. Audet
3601474,A. Bello
4726931,Robert Vendramelli
33529435,Amrit S. Boese
88443006,L. Fernando
2779759,L. R. Lindsay
145269393,C. Jardine
37874622,H. Wood
4338419,G. Poliquin
35062107,J. Strong
5332798,M. Drebot
4530007,D. Safronetz
1382534306,C. Embury-Hyatt
5148562,D. Kobasa
14833198,Hassan Fakhrnabavi
2110108037,Jinglan Wang
4086236,Silvia Bulgheresi
5535682,T. den Blaauwen
2219050535,Yingjuan Liang
2338877272,Xiaoxia Yao
2337497522,Jingxin Han
2337484496,Jinpeng Wang
2337483417,Xiao Zhang
2337518125,Donglin Zhao
2331202521,Chaoqian Jiang
2212005630,Lishuang Geng
2337716361,Shihao Lv
2145285546,Zhonghua Liu
2282688580,Yanshuang Mu
1500385154,Divya Gopan
144603319,M. Harsha
3831247,N. Rahmioglu
49719479,Jianghai Lin
15992250,Bianca De Leo
7335701,M. Obendorf
11273970,M. Raveendran
33334328,O. Fischer
90409578,C. Bafligil
2804686,Manman Guo
2148583189,R. A. Harris
1402508842,H. Hess-Stumpp
1401266186,A. Laux-Biehlmann
31996735,E. Lowy
1869052,G. Lunter
34451057,J. Malzahn
35255164,F. Martínez
15608854,Stefanie Mesch
2316350525,A. Morris
153138008,J. Nagel
35193421,H. Simmons
2071491,D. Brocklebank
1477734838,Catherine Shang
6307630,S. Treloar
36091618,G. Wells
3234269,U. Oppermann
6511603,T. Zollner
6046535,S. Kennedy
1381922154,J. Rogers
2195943852,Mohamed K. Elgohary
12388742,Soha R. Abd El Hadi
1413702619,Mahmoud F. Abo-Ashour
1476445672,Mohammed E. Abo-El Fetoh
104859526,H. Afify
1393047350,H. Abdel‐Aziz
1400965661,S. M. Abou-Seri
2268008869,Natalia Gutiérrez
2240173886,Marie Pégard
2291623335,Ignacio Solís
2291616876,D. Sokolović
2291561664,David Lloyd
2254111176,Catherine Howarth
2267954275,Ana M. Torres
1831437,I. Pavlyukevich
2051593640,P. Żebrowska
48951515,I. Łaczmańska
4065675,Ł. Łaczmański
1753164860,Marijana P. Kasalović
14041980,D. Dimić
1399719362,Sanja Jelača
1400827083,D. Maksimović‐Ivanić
144931234,S. Mijatović
4568250,B. B. Zmejkovski
1945133378,Simon H. F. Schreiner
2277392371,Tobias Rüffer
12061497,N. Pantelić
2262490644,Goran N. Kaluđerović
2193493011,M. R. Z. Rukerd
2089025134,Pouria Pourzand
78466772,Nasir Arefinia
2244497138,Davood Bashash
2244492445,Amin Sayyadi
121070684,M. Nakhaie
40433253,S. Meymandi
25577824,Kai-feng Zeng
2106816780,Guoda Song
2146712986,Bingliang Chen
46757803,Xintao Gao
39986827,Chao-Lin Liu
81161672,Jianping Miao
3640171,Y. Ruan
48701193,Y. Luan
2189915372,Xin Chen
2120404384,Jihong Liu
2140206186,Qinyuan Li
2156643380,Bo Liu
1995562518,Hannes Frohnmeyer
143756021,E. Brown
37650100,B. Murray
4296312,Erin Van Enkevort
48217105,T. Magbitang
2259416465,Victor Y. Lee
2259426913,Jennifer N. Cha
2109589967,Hsiao-Lin Wang
2259431377,W. Richard Chung
2259873272,Robert D. Miller
34599067,G. Dubois
7357072,W. Volksen
46695855,Ho-Cheol Kim
2259417504,James L. Hedrick
14034336,Vladimir Raim
11683446,Israel Zadok
8777136,S. Srebnik
2059206955,Olaia Martínez
144322275,Ramón Alejo
1400883130,L. Fernández-Novoa
2070334483,Susana Rodríguez
39863067,M. Alcaraz
145151262,L. Nebril
3548051,I. Tellado
1417353182,Rocío Pego
1398671519,Fatima Al-Khelaifi
7846809,F. Donati
4672179,F. Botré
50087409,A. Latiff
2058339310,David Abraham
7459730,C. Georgakopoulos
1996917,K. Suhre
48549438,N. Yousri
5750709,Mohamed A. Elrayess
2258422558,Michel Nguyen
5705501,M. Fuchter
2258306985,Marie Lopez
3643607,P. Arimondo
2243607835,John Spencer
2139743135,F. Mohideen
37823051,D. Kwan
2289947723,Sen Su
2110923848,Shengzhi Xu
2149477668,Xiang Cheng
2145371290,Zhengyi Li
2306480838,Fangchun Yang
46905777,R. Hajjo
2619016,D. Sabbah
51181369,Osama H. Abusara
30184982,A. A. Al Bawab
65994133,Yeerlan Adeli
2137461548,Thulasinath Raman Venkatesan
2238423323,Raffaele Mezzenga
5487881,F. Nüesch
35150656,D. Opris
2153386715,Bin Gao
144320215,Shunyi Zhu
47906931,Pinky Agarwal
48574107,Arunima Mahto
51117108,Sweta Das
49822925,I. E. Mathew
39152242,Naveen Malik
2247596140,A. Tyagi
40202956,S. Dellicour
2296278175,P. Bastide
2296275480,Pauline Rocu
2296275493,D. Fargette
2333532892,Olivier J. Hardy
2256228261,S. Guindon
2311805958,Kim E. Alexander
2311798466,Melanie Rolfe
2291354528,Michael T Gabbett
31641878,Kang Li
2093279950,Ke Song
2118735478,Yuli Hou
2152947328,Yuan Tian
2109616434,Huijuan Wang
2110687290,Libo Sun
48268291,Ang Li
2145068285,Yonghong Zhang
1659032628,Nils Wellhausen
12243773,S. Agarwal
6257858,Philipp C. Rommel
143998802,S. Gill
5153116,C. June
2300851806,Yuqian Jiang
2283741561,Xin-Yu Lu
2301183207,Ya-Li Qin
2298716858,Yan-Mei Zhang
151504829,J. Salmela
5232086,T. Lallukka
2324914656,Tomi Mäki-Opas
2324916098,Luka Vähäsarja
15577110,A. Salonsalmi
2278372642,Sheng Chen
2277462542,Xiangrong Li
2277507446,Wen Ao
47750937,Deqing Yang
2285510290,Dongliang Li
2286662527,Lili Jiang
2144906059,Jia Lin
2146141991,Guoqing Yue
2148914499,Kang Xiao
2115141513,Xuxing Hao
40831917,Q. Ji
2285147348,Yongcong Hong
1447012817,P. Cai
2144505276,JIAN-QUAN Yang
34940122,S. Dunbar
6471967,S. Sanderson
1991835,A. Kasarskis
2263553951,Ching-Yi Huang
2274203034,Yu-Seng Huang
1820928200,Yu Sugihara
2274202034,Hung-Yu Wang
2274202508,Lo-Ting Huang
2274112648,Juan Carlos Lopez-Agudelo
2274201215,Yi-Feng Chen
2274756553,Kuan-Yu Lin
2274112591,Bing-Jen Chiang
2196555134,AmirAli Toghani
3590134,Jiorgos Kourelis
2240372022,Chun-Hsiung Wang
49592950,L. Derevnina
49940155,T. J. White
145332978,R. Redner
2822630,J. Skelly
2059478,S. Higgins
145306564,B. Liu
145633124,Ming Ding
40221713,Sina Shaham
145492472,W. Rahayu
1803792,F. Farokhi
1740858,Zihuai Lin
40217081,Kali A Serrano
12538089,Drishti Guin
3523676,Xinyu Kong
2113915,M. Gruebele
2910980,D. Leckband
5075712,C. Staunton
5090311,Roberta Biasiotto
2306465731,Katharina Tschigg
2306455897,Deborah Mascalzoni
35226727,Matthew W. Johnson
2096934365,Layla Aref
12754803,Lingdan Kong
50077385,Jingyi Zhu
2179169676,Hongxing Su
4897315,Lingzhou Zhao
2143774565,Yi Lu
49716601,Meilin Zhu
153799410,Wen-jie Sun
2157155328,Zheng Wang
2153812110,Liu Qin
48210728,Jing Liu
2112533412,Lirong Jiang
3069868,Xing Zou
5346139,Xiameng Chen
