paperId,volumeId,pages
661f561388059520b9c6726dce31e8ce019ff4bd,22700051-a09b-4dc1-92c9-8c6fd2947ab0,31 - 41
746cd7d92171463421251e0b4d961a0c082098fa,f29934d5-f25c-4965-9949-80b207ac601d,71 - 80
6d6943fd39a53d12801a68f70e666ef6ff049a13,43927aeb-c88e-40b1-8bf1-2d5803feeddb,
f7e37ca2727cfc7c0878166408b7f78168ef66a4,f1ce963a-2bf6-4299-937c-669d09d0380e,
96330edf78a552f766d1ffe0ec2e53790aa73383,8e0ecd19-81de-4df4-9c75-ae047c07f441,
482c1be72a4571aa149e10216773b418efb1d09d,336695d0-40d6-4fc1-b206-a21fbd14c33c,
f38e459cbb0fab94ba0ea7cf0b6720739176b347,96852f9e-8a6d-430f-8591-942cf9085a42,100015 - 100015
34c889a6f757870804c1249fa73a5e961688d9e2,4f73c2cc-9e8b-4bda-952a-03025ab7f8b0,
f1461c13e8818066df3a074191370d9cdcf89cd4,3503cf5f-460b-4fa2-a766-af4520fb1028,"
          204103
        "
678b2f0ccf3ff025874c12aa887dc435868d74dd,739eb16e-3efa-4956-8a86-e02247cc576d,10056-10065
bd24c5d52f69f41c016c0ca40dab604a7527b82f,3ecca028-09e0-48ac-8bac-a94708835c0b,
e65f0d7725e1f16058d493e50e360b461775101a,7c988a45-a2d3-4679-bbd9-5012d8aca595,
e31e14eee969f04937d7973338899eae01d6dc55,5bb3f314-0a55-4c6f-97e2-f9d1c621fef4,315 - 324
6f452660e9ea6f344c5bafb6bedb9996799d1a78,2ac32614-b0cb-430b-9a18-77516fcfff31,
4d0141f2a7e997c7d02eee1713b1b59e983a80b5,f135d127-3f55-4798-88e5-f8f103524761,84 - 92
eef39f6700abbec8ebdeb3c7bae25202fc20edc5,2d334aed-4af7-4736-8858-0826856ca763,
8d208c08c9fea2793085a6da625b8e4f5ebe7695,fc48360a-faec-467a-88d9-aae509be1c30,82721-82743
27822383ad6f13bb34e8ea2fefc016833a0e0ef3,7e10bf62-0c8f-4d5c-85ea-7d0221381af6,
e2bd59d8b3f7ff574f64cca6fd9354e06a852756,3c2ef11e-bc70-441d-869b-60d90f61e7a2,
36203fc9643c9b71730b01e0c7c3ebb0a4b9faa6,5e358d04-9e10-4146-8694-a42475208991,317 - 332.e9
c102ef5a82eae051654823f13bc0e4f4cf8ed29f,a8d6f0dd-f7c4-43ba-a21e-6990fd1db958,450 - 467
daa3ec441ba47cd97f56eaf4d696173c81973dca,53ab4c1f-9d18-4648-b9bd-362e498af630,64 - 71
f0c7239f3d792933860545b14dd0fcca9a64252f,fc5d6b9b-fe8b-44db-9344-9af53b782773,"
          111984
        "
cce1c1a1824de8364e4b3029449928986b1f879f,ef7c009b-d10c-4085-9efd-2994e16cb01c,"
          1721-31
        "
29e8fd8d3586492c198902a678532ce9ef1cab6d,c9be590c-f817-4c63-b2cd-115792c9d70c,
aabb44086fbcab1249f72fcda310d92d2aa8a810,65df2e15-6eff-4030-9b15-1fe28340f4f3,"
          2187-2196
        "
176ed18a267bffe0251ad40a3400ca7bc7a46db3,f279c9db-711a-4221-bf11-a0f31c9e6e03,849 - 854
3d1eaf08014ecdc481b92183cb8ca118c8f3da0b,d048049d-b40d-4cf3-909e-dd4cdff82c5e,76 - 94
26c3c0eec39f8006aaa8ac5714b6377b0b8b89d3,c920c712-9869-4a7d-90e3-2b2f86ea9a04,
413008c960833a001659cc96ebf6d67c5e7691ec,e53673bd-9be0-4e18-a991-6be2d73c7cf1,271-297
84f41637d152262edfc1aab12084157c45f59188,b7c9ff9f-1919-4cd1-9cdd-429ac85b33ab,"
          1346-53
        "
884e343778291730f14ff06b0fe946c7dbf1a4dd,62177fd8-98ca-42ce-b3f2-ab2675fb09f2,64-78
31d438a3fb30586726b2fcf1a52cc68e10fe7168,c8ef9f2d-6ecb-4cc8-b678-d4b439268d88,e003549 - e003549
1276892b52c32808c1dded53a3beb2e58d6c82fe,33d33d3b-828e-4543-bcc3-df32bf1867ae,
440bbb092b43ca974f4ad83e441e1a203130bd81,63de7c04-c96d-4102-92b5-5d46127b0cca,"
          885-7
        "
c1dc02c58e02089cb7a24d707a728c4dc52b469e,15f66968-9a5d-4d04-9915-f0bf1b22acb6,e419 - e426
59c94cf8ec7f084af3dd4cad0c24e750f1adcce7,a776844a-aa2a-4dff-889b-b10ae4625e56,587 - 594
4173591e8f75d5ff583116babc65484d4ec4a4d1,6a50698d-2897-4581-88cd-0b76f7eaf168,"
          220-9
        "
46967121305ffccf0af7395243716504ceab00dd,d3847aec-3636-4f45-964d-7968c80e9675,"
          376-377
        "
1ab6cc9832c24a4f2054405bc75804d78f7b69a4,a776844a-aa2a-4dff-889b-b10ae4625e56,1432-1438
26c63fc35b2cc1b38514a047bf3d1fd16ea84035,2e84e1d7-347b-4b03-b353-41cbfb8e7554,"
          3714-3717
        "
ce7b0cc7b0f2fb9673fe1e923cbe014263d31481,17f84352-52d6-4edf-8c34-167b1520b2e6,
0a27563b1b69491e32ae759ccec838c8cc65db5c,4f7f44fa-f038-455d-8453-cddc1adc68b7,142 - 148
4d7ee8c81b1f5dbc4ff868bbdc909a763ed7d659,8a576238-38c4-445d-ad21-1d8175eda126,
3e9e29f4234be4c26de3f42a1a023e34a1ed9088,2ed8eb5b-6911-48cb-b4f7-3957a7b66a13,79 - 87
bc3ab1d2d412378e8629f48aaac467f01121c4b1,9b454256-0cfc-4456-a9f1-4c5766a49847,
e2dfee5b68f061cdb6680e165e0f95442d4e5faa,031f2b19-131d-4b6f-aac1-c1e55f4dd054,
2bb8ee900907a2758cea1fb7b133f4765a9219c5,c9f84dd6-48a2-4ffb-b986-1b727016c24f,
92f123cbadba4841509cad9a8e43819935c1e4c7,e6000637-5a93-4828-954d-7233b7ed3edf,
06195fcaabd436c67eb65ee6469e8517dc22ae8c,b554caba-ca9a-4ae1-9a17-1db860cf7e85,
be98d0827e467ea5a0f854455592d0ba5f696340,9c2ed052-d306-4d44-8b67-54be1a0c0cfe,e20 - e23
dce1b23a3d8c47714a03cd249db38bd390381a1d,a7ecc774-3b2a-44f6-8d0b-d8aeadb7279e,
8d641c2b2ee979b9e15d46fd478f67019d7dded4,9a1b74ec-cdb0-4ac6-84e6-3156bb722ab4,"
          110901
        "
084ac258473014a041e2f2488a2fc471df7af537,bb12d760-6e5e-44a0-8989-7aa01ec28cd1,2301 - 2326
947de8200090f5d8b3eb9d3f75677e8a88ba7b3a,a42fe817-5554-4499-9a25-31a9bb510bc5,
1ea249ebd97c010351f3a62706a191a11537a7db,06cd99f9-d7a7-43e6-b9e2-7fe2d8d42270,161-180
68a36a63074e1e8c14fdb1a5a528c58873c16c22,4158eac0-efce-410a-9fe4-2af8a08c2a7d,
aa6fa8731f2cacb0624ea1c4c052236c6f51b3de,04b2d238-0d1f-4288-a1e9-f9dbce34a648,
8fe0f1ed3aaaab3cb3bdd79eb8859e33bcde1b16,fc0b6b24-5d14-4428-b1d2-4b40341ffcc7,
8083aa0e95fb5f10d670950a383426a2a5fd1d31,a22cf3f4-872a-42be-b6e2-7b6bd9a4241d,"
          102-8
        "
e5ffae4ad3ef2b264e5561b9391a3c7f72bc9516,91674fb2-3a48-4eab-8ee9-d3938202e095,300-308
d74c2f059d9e597a7ebe02a34f845d57cb0f6645,d3143292-a4b8-4fe7-aac8-b77a72565b96,
14cd320d0bca5775cce506bf08602ac38f68ffbb,ab6179d4-12d7-449e-a031-e873e0742193,"
          726-34
        "
e87b3928055132ab88d272cad85f4fbc3b51c7ee,f05fc5f8-631a-4d51-b9ab-2c3af4f5645d,"
          1020-1032
        "
f7bf3860c8630fb0bb4bd4848941ba9431e8d8c0,f0df4ba5-bb4d-4c61-98d4-7db9927a403c,2323 - 2336
c3927140fbc48243fe9ff0a16e866ce333af892f,295525c7-7293-48b4-8446-13a3af5c7812,"
          978-95
        "
829dfb2a0d7be93b1a8c001f591d4f32908f2e2c,def34d36-82d4-4a2b-9f43-c03c4ee87b3c,
9b76380fdd6baeb073473b2dbabe12235d38c237,daf6f146-fbf3-4948-be74-21d97e408985,66 - 73
bac58cd27a929cb8f67d7fe55c8c5d1942bed012,531fadeb-ff06-433e-aae3-8576752b019b,
256c3b6710dc592bb3c7fd4971c673318acf5fc4,9a0a9d2f-a9e3-4f91-a4c2-3998bd7515fe,1456 - 1518
c677f3d73551ee6816191526b1152ed7234ee98e,6bb872b5-339e-4272-9300-7d3a2d648889,13-22
c187bbfa8f092b84791e3451af4d3c0169a04334,91dd88e8-bcc5-4acf-a1b7-36d0231b7e5e,"
          199-208
        "
77f84d53cf20b4fda69d5321485061c43704f5ab,f0131a7c-d5cb-42ae-91d3-e73620667118,
53551c819dcf126bd471a63ef26bf1cb42070131,15470265-19b6-4fb3-b1be-d69288d3e57a,"
          76-93
        "
63cbe171756771b29dd983aaf4f488df707fd653,bf465da6-7c78-421e-b574-ee3169da7bbf,
e381ebba33da6856b287b20abb9471eaed6129a4,cb2369a4-e54b-4763-93ed-f252d26a7ee9,
a28863d09947e3b3ce622cf503298f7e421219bf,ca2c7658-40d3-4670-93c1-acdb02f72a85,338
b07ea730fb89d1db7e15aa595577419aed3db560,709a9cbc-edb3-4261-9e54-858b12bb0d4e,
5e1242a177ea112b970273244791cd313fd7efbb,b238a711-ba9e-4ebc-ab4d-06d7b2a4d5da,625-640
d135ccc7c57490974a84f0e3579ac8f4d8c3f48e,76f3fc10-c30b-45b1-9cf3-c32d12d9ca39,
44d3534bb17d4d5dbe1b666e32e911bcc3d77ace,f1ce963a-2bf6-4299-937c-669d09d0380e,
e42354d178cf1a738b1c03a5e73393abe75daf24,5f61bb9b-8382-40fb-a3e3-7ce99b971d6b,"
          1075-8
        "
20ec92ba05acdb8a18708de2192f192c8d3e2c0b,f4a74491-a620-4202-8736-b229b1ec9103,
216edb9b7532f57ef2a3c1b2bf7394633c5873b2,45b2b00b-88e7-4fee-a132-58df71b3fa4b,
0773b57d870a30a2eedd1e490e0dafe49ecc3298,5069620b-b301-4ffa-9ab5-eb2f43fabac3,
fdb7d68fc54314f30e8806d8e21dd298a4156094,ed9f3833-4462-4c4f-b1de-2c0d24bfeaa1,
df3ba6786f1d804f5c25d690eca8e7550ff00af8,09141cdc-4d2b-469c-8125-efd9c37bdc8a,1830-1844
061c5758e668c79ac23e7f69e468350dfea19b3b,6239fb91-02ed-4980-a160-c5f12a9df1cc,
b2057c76a9f9614b986717126d0edbec5744e97d,38b0c6c1-4a11-4396-982d-b31a82b19a76,
083fa703d1deb51232f97ef50981109ff839f5e6,8f82ab0f-f58b-4c15-87c6-b78b4df396d5,189 - 198
918112bfe124d974209016ec350abc65f8594431,4551e66d-2f81-40d5-b244-9d9e932fbdb5,
4909f97e9632385fa0f921e5c56dda31944b1bcb,de5ba0d8-5111-4397-988f-4c903baf2f13,"
          108727
        "
67cae246421ec6b39dc483cbf45e497f9e89b162,e0017b84-b578-4ea2-8b08-211ff909c44e,1142 - 1150
f7c174dfa7380a4c49b937e431b6faf0bb3d5cb9,da72ea1f-e52b-4808-9d9b-211f6de783c8,391 - 400
b0c5a424531a0f5123b6552546b90e96809a185f,4e50001e-d1ac-4949-8dfd-403d308125fe,933 - 943
01dc16d32ca8307283edf68bc4a9ea62a1a6d8fa,3e66f3c9-52a6-40dd-b93d-09b87a981c08,
07f92355795992b46035a8715ae8d2a2efc3cc2b,996b585d-ca67-4a15-b46d-34ec20e788c7,609 - 618
a49c1155861f8688ccaf49755be79cb8f543451b,0012022e-3831-4869-981a-162860061cff,
dcc17ee4c7f1dcefe805a4a3c51f2d8875897252,a875faf1-d18d-4ddd-b019-e5d3a874a3ca,1875-1891
29aae1110252d3e662697405be6feb6dbe93f66d,de59b1fc-2742-400d-b0ac-52e8780bf5c0,
6d024d5dccc7b429569939c6526499ffc34b00b0,318b87f8-d33c-4e0f-bec6-5ac1cb0162b6,4999 - 5010
5b20911af0c864b2b1d010026b5ccea45a5e6095,ee8c547f-15e6-4bba-a650-3e99ab9b8e8d,
2e5f56e79d0ffa2f43f50e590d74043c7678895f,40a4bb36-fa9d-498e-9a40-a159a8a77518,
a376cfc625c3227d26e298b95b5c7493068532f8,922efb99-c077-4840-887c-edf98f59db78,
6c12d46be9d7a73e52431f938426693da5e4d12a,7afd4252-d6ff-4342-b79e-083747bbe6a9,
31ebb3c37281030f7a0bb54b378cb038bdbf8e56,cc1712e6-e060-481a-a6f7-1ff2ae948787,
0d943a0ac8e6389c6b02308ef05b8e2e3521f877,45da2767-79e6-4b9a-aa99-90cb5bb97656,"
          76-84
        "
548ece7f8c88fd241a62537a73b82e55091940a8,52c8d26b-e5b6-4d8c-9b71-4805adc008b3,
6985f2fcd74f0075dd87928e0daf7abd5484922b,2bb6341f-7b87-41c1-a37e-b37fb3758e87,
2d9790fd8ef924917e3cd41d133ee99fe80fa0b1,f3b99641-c205-4fa0-b833-1e3acff31f8e,489 - 502
e859a631439aca2d8d9688e3041867c704eb32b8,f1fdd639-8d4b-4d0a-b08c-d523dc91e516,
4749c6f4b6d4d5eb08312095830d39b9af72a155,19db5e42-78ec-4edf-b4a8-74e35c84f4c0,"
          333
        "
9ca1a852f50472b55bac7017f1599cbbc7ec8f03,00acfe56-741d-48c3-823d-dc9b4ea2c5f4,71 - 82
1aa6a3e12eb296e5cdb1b2bea40f8564fa5985a5,2d44af12-959d-4ccf-bfb3-4e641b91cde5,1044-1053
c8f2bc1861b80b8487a031b45710deca1314cdd2,f0cc8b1a-7fd8-41f7-bf0b-f5280312e2a1,
83903f1f4993962f2858122104991ac1710980a4,f1d6e954-4381-4030-8971-68838cfcc4be,"
          300-3
        "
b293e4659e20815bcf0b6d31ce46b8bd9437c1fa,d450258a-aa78-4c0a-85cd-202084229d0f,1 - 36
a8f7a46ddf719d74748660b37fcd83efb24f15ba,62d386df-c720-4aa0-b333-b0afce76fadc,"
          21606-21617
        "
301857d3df7c5bc4958f9972c51a9138e976104e,b6f1b5e6-db4b-4328-adc4-33be48d3f69c,423 - 435
e4f55f5742e4f2f45b18f9dd9f12d7717730b686,7d59d4c7-bc6b-4136-bbbc-8ae3f5828f41,"
          264-74
        "
675bf3726e92ce03c496436c5e5e878fe5abc03c,1e65dc7a-a8a7-4383-b60b-b60d029f6f58,4972 - 4974
cf58fd2b06aa385022c77f717ec3213913693d37,8f121025-2cdc-47f8-b59a-8e1825262e7c,
23a1470136fcf7aa40f6852ba029e5ce2d1ac632,a609ea0f-5a6b-4126-905e-5e9afa01ce1c,
60775190ff2ffc5f9a98d1880930eb2076389f91,e1666d15-01cc-4959-bd54-07838df27c3a,
4cf7294e0152dc89db862640e299b456d75e050a,86db50b0-53d9-437a-9359-5a6516ab9711,
d6eccd0560b381b0cd83da9acdce540cadc76946,d9e19346-5544-4120-9638-463009be7571,33
d3cdc795b0103e8d870b72bcdbb7e89dfd937445,531fadeb-ff06-433e-aae3-8576752b019b,
ba09fa13ef3ed28070bd164c215fa35e797bc23b,3809504f-ff5f-4285-a384-7dfec398e9d3,"
          253-9
        "
5d50585b3a36f4ce1b5f3df2642e57747c087dc5,afbfe8e6-79a6-4233-9e29-a0de79589ab0,
c9e7132cde0a89edcbfcaa479d7c9cea28432c57,64a0d749-521b-4aad-8c98-22ec1fcedd6d,56 - 66
fd83a56284fcca36a2fb38aa069177e3d00d6e89,2c966573-41f3-4ea0-a796-64bd7e796215,
be622d7c9095e702180c751a2014fb2c6cc5e379,cb6d265a-f25b-45cd-b19d-f8ec05ce0c27,4340 - 4366
28d8d2d25474f0f26790371da5f6ce20f4f16faa,f331fc7e-23e2-479c-86fc-034cec7d2b97,822 - 835
9942186a011c78c06ec45993fc6d6adf677c3ce8,bed37e36-797e-458f-8d5c-b0cb3a8c5952,78-84
49ceed75fbe128175c152bc522c2b4c37ab58f0a,4a4e78f8-22df-493a-a3dc-a0c4721803d8,"
          110545
        "
d9fba02f39772183d2c58e8e00b25340dbf76401,257fb3b5-8465-4341-943f-fb6746b803aa,
8d03b915ab6d3841b32551f08c892c770789ae40,84fef24b-9682-4331-bd83-40b48d789b31,1299 - 1307
5fbc7782630faa4e6f7bcf530aa4065097e140fb,76f3fc10-c30b-45b1-9cf3-c32d12d9ca39,
b984f7038eb1e253169a429b370e0e3e8d1e7048,8e6db766-417b-40a5-986d-c8f9a2fffc1e,"
          110485
        "
14feb0f03e6037484a304a7511d93e8f2890de97,4bc6e4ee-8f40-429d-aa4a-5b13d56f7614,611 - 624
1ad2dea83b51c0a50711d35bfe56aa76de1dbda4,9a26c527-8b73-4d7e-94f7-fe402dcccf49,587 - 596
ea3c486a1a7559a009577a3b7079491f34183541,f6adeef1-bf6c-4f9b-8137-0b703a6e1582,
e00765deccbbc8a0ba819cb6a8410f3763ffd2cc,8f86fc41-a86b-4e95-ae2b-15904d51680d,"
          104716
        "
2d6d738270c4ee3a91a2135d0a67208688d6c2c9,d67f77ee-387b-4508-8f89-2437d465973e,
0388f46cb559364e6390abb9bbd20e10d4ad6a23,7e88c638-5b6b-460d-a337-be799ae72b37,"
          1720-52
        "
e17e34fc53ce5e1d039d5dce056cb9c7691eb568,37055d72-c6b5-413c-a0e3-e14b83fc0ba7,"
          37995-38017
        "
fad9a906857e1fa752e5140568885743871fba2c,ec5251b8-d1e3-4648-816b-60f7dc9cddd2,1029 - 1045
db73df8689ce56d1b321b027c9755f92ee3a9715,1366a2cf-ed63-43b5-bb90-c484ed6988de,
86e73f79c9182f752bf454f34447f690d5da3c23,2991c76a-7776-4a48-be09-1a9e49266240,32 - 37
a25c5bc93388c5400cea96e763d840c9bc889a5e,af429b08-0964-4aea-bf65-95abca24d4ad,
673e517f23c5593a3419c4bd2cdb9556c022a889,05c7a19a-106a-4d69-b5d8-e23a13164de9,503–508
3bbf34215da63a0bb10d3436e931c4558ea8d7e3,a2a56849-f46c-4ffc-9758-0048e98a7e76,
eb1882a0f74f48e9f598c705b7d58c29d68eba1a,4eddc075-09b9-4abe-ad15-5361f6e0a4ab,40-53
d0c2c4b9aa7500c39046732002aab7a801524206,9a0ba970-82b5-4fc7-9b13-ae5479870f5e,
29a98bb42709ad8a5d7077602cc7e25f75fd2b33,8510bbe5-1505-4683-8c5f-b0437384b343,64 - 73
3bbc5725937253b30dba9a6892fa155f50ad280f,3d459497-8de2-4841-9e5d-094fb15f75b3,"
          428-438
        "
bd287e1c6fbe959f06e4bc5dce26673c49fdff6d,e45e1385-f62a-453c-b079-930b9697550a,781 - 813
c8a37bd0cd2c6280ee13aa36de0193ed3a94b0ba,308d8de4-eac7-4784-aef6-275bf383f5e6,
54c62f00b351ddb7d7047a5c75ec0acc50e81bff,06fe6d49-d29d-40fe-9a8f-c8a11deb15d4,
a9410897f4ccaeda71daff1e8a1f3966bb4f0467,842bb46c-054f-4316-a752-6215dcdad733,
2d670a8db9996a99bc2144eeeedf41ca8831929b,912775db-a9b7-497b-b820-5f9d50b30a99,"
          1157-1164
        "
83b29e13cae16d6879b81e8f322b7618cd56728b,4f62ed7f-0e06-43b4-81d2-3f6a90048248,
296fdb96d06f7dd2ccb9653cb9b68612bf5db523,6afd2f89-d3e6-406f-81ba-1ac85cf719d4,
f19b5ed000bdbd7bc01ab8a7a96fa1ab6ac7144e,32d1c181-22ce-4f89-b534-561704582b93,
568c27385cf530bd6aae23c89e305722f6961a81,00d96fb0-f1c3-4acf-a6f6-308221fef14d,"
          253-7
        "
163f31773552f6db51a2cb2a499b29ad4ed50cea,3e575d48-6b6f-49a4-b212-360fced89e87,729-752
87bc36f157cd56fda1c21d51929565c621b554ba,217b2de2-a782-4158-b996-27901fc618a9,
67b5a7ffe7abaf9bf309d9bb2737d536218e398b,bb9c7237-c9db-4794-b934-4141adb312a5,
7095e2591f4a6bb1c210db3c7c72b32e55b68abe,d882e713-d3ea-436c-99c2-e61e0fb97d4c,90741-90756
f27ee618c7c15f6df0d5bd8ec7ac1c8b0b39b32d,399c39b0-b57e-44cd-aa5f-2b1b1c2e3bb5,104495 - 104495
f1983a5ee41842a83c5dacf8161715016640f31d,9f3aad0e-3d5d-4a38-9df7-4032fa5b3bb2,604-612
4df7e3d9a6e1d720e9819b238588de9a01438ec7,1fd4d923-a6b9-45ec-8899-e33d8cfe1151,
e4a4aae5710f8a12d486871343402ee7d5992e50,cc1712e6-e060-481a-a6f7-1ff2ae948787,
c8727cafcc5c64ea87fdafaef8201659225aeca0,74bd9464-7e8f-4ead-826d-57e20938c833,
6c6e43923ec3ce27ff5ba5270665e6a7e50faa92,cc1712e6-e060-481a-a6f7-1ff2ae948787,
343d4f23ff09ed5bfacecebdde285605debaa8ea,dafed034-5a3c-478d-a5c4-c973d1ac8aff,
a04f5794e5d72f64b003f7af83d890360303b729,8cddf700-c02e-4a71-a0f3-32e366e405be,399 - 406
ecf7ccd980ab9b1a8f6ba320284e7c1b67f28a26,5b3e6b54-66d8-4172-8121-b94bcaf3a601,
5dd97bfbf76086c139ab1a9ea18c3e79a2fa5f48,e0547823-c1b1-4bc4-bf3d-887b21ac53d1,298 - 308
8b67e2a5bbe0ebe46d6e943277592c44a8f94f20,b9a80c52-dbd7-4981-9873-e14ddf31dbc0,"
          195-201
        "
4db0c7960fbba4a3bba422f8e760cbf72fa22679,ef06c0d3-1058-40d0-9f36-d72394c04bdb,
dd6c9bd00e01ab96aae0375aca02348bddf399d8,f8a94471-33ea-4292-83b2-a876d6fe9b97,"
          110426
        "
a95121d6abc9ff7896df4ee61dda8d8cdae4cfc5,cfe8ba7f-3563-41d6-a0ea-2138fc47a6ac,
e01aef64324236ddd82d2515eb808dd69e9bae9e,e53ffff3-966b-4381-a74e-f028d475abf4,
9d0633ce6b7395404cb817cb19c73be68f05faa9,44817ccd-45a0-4c44-8a16-34c180dbc2a1,124 - 131
c8b14910f392d8932abd0ca52184c54385e0f477,472216e0-d701-43bc-b449-6d9758e7f3ed,
d4700ae63740b863f2de1179bae6f95f88de10a6,bf427827-2227-4f9d-9ef2-57bc51ecc2cd,
4ee0d6b79c26c26932f2afbd9603a4e5b022ea66,1d7f66bd-f51a-4705-932a-a88ff5ea3967,e002977
5e159201852fdebcacce64983c2289dab919e132,cc1712e6-e060-481a-a6f7-1ff2ae948787,
7b1b866db06915711547636440977b57718ddbc7,d155a3b1-c5bb-4567-a82a-1377b678ba59,
abac0108f2ceecf454ec472e83fafca57ac7c428,ca12f8c8-8e1b-4c65-aec6-1afd3432fb10,
5b47f070c7c36ff958c52a20e097b35c7cf40307,b9db328f-88f8-46e7-ad5a-4fc7019fdf84,
12f52327cb536e3cbb2add5644970b749b371b2d,568aa6c0-6174-4c59-9bb8-17abd1c276f8,
8a67d9511afbd402d58252be339e7bcff282ed89,9e9f5147-2641-426f-8ea7-a68ad0c268d1,
5324eccb51da30a8159c047f21990f1bd0d453a5,f1ce963a-2bf6-4299-937c-669d09d0380e,
00efb485b7f9fc59b72415566f3ca364d74368af,6aa5bcf9-f172-4ba8-9685-1a2dfdbfbe31,
91353067c8f4e0ef81a031ab8e8c66bb8eef0080,85c65858-1873-41d0-9a15-8395bdf71daa,ii45 - ii52
6e991ccbdb0c2176087ca3af92366ecb32d19a67,a56778b0-4a1c-4565-a25d-94307df2e90e,
e3c8118c1da64ffb6581bbc7ece7de540b9fcb46,02938e5a-533b-4b1b-b02e-b57d5b433291,
a49779eb137c0e7b1fed5e9901a8943a6ca1d1ef,127595c7-66f5-426a-9736-7814f213c6a8,1046 - 1053
380435b49596d59463ebe5c571853a96b54bbf78,52c8d26b-e5b6-4d8c-9b71-4805adc008b3,
2c2fcd600c27c12c2a0b0b23eef3c4243b809641,f734af5f-9dc8-414c-af6d-2e0502cdb5f4,198307 - 198307
8e46fcea768776eac8b5a6fee767d0e467fb5698,9ef019ab-65b4-423e-ab55-5cd1f77686eb,"
          10728-34
        "
44329fbce7861714b26abc157b093e0fb4a70eff,79a53036-c776-4de0-be33-fbfba9f9deff,548 - 552
338c2870eccbd6896ab44c59a8cc8d49dc9df7d8,c5fd422b-7319-4b70-a8ce-5ee7ea04410a,1704 - 1710
1450141aa23c95ec7302c75700d0283386f80d24,57abb4b8-9b74-4af2-8033-70794c90bbee,
18bb4a92509af3b5ae7331ddd22210381217b834,674c19bb-e5a7-4458-a0f4-5301a65b00e8,"
          2233-51
        "
93abd7ffe5125d85344c3ff39ec60208ca4e18a3,f1ae9b67-6046-49c8-9f5d-5aeca281e45b,
c2772b958140e68480866638fe3fe33898325f6b,ea08dd97-b76f-455d-bae3-7456c69f670f,856 - 864
e3c00db1e894335794baf216bcc4c22b4deee22a,4d585582-5e6a-4a85-8978-a5105cb98ebe,
5faec8a5860ab6f7b90f4e47f75e891a352e3b76,6d9c7c3b-c93b-4406-adcc-bed6d7563ade,"
          15474-80
        "
13c47f06a05dd8d2def72329e5d6c206a9c3293b,5adac88a-4a30-49aa-b68e-590d659f6d14,
2bd8fd143dd4bf41d9a97e62f86cf53a2f327d94,e5f8c306-b8b8-4be0-8da3-d920988fce74,190 - 210
63f6afa3d5ef75c468487c0a4334ebe6537b3e59,5909474e-2b1e-4295-973a-4e4fc941183c,"
          887-93
        "
5839892edd4e14c76e78d56907c21a6084fd1fc1,20044d2a-4ea8-4942-adef-5744207e49b4,
e3234521c5a856ee96aa11f962a0b335c8454ff4,135905d9-b1c6-47d3-9665-00a8e2a25e69,103411 - 103411
2ec0cc4f80900a33a936e805acd405ca8620d99a,145be775-7846-4339-822f-07f0b22036b5,367-395
72ec45287362da7fc015980691100d4fb5d99f9d,c73f30c6-5d6b-46eb-9114-6fd94ff5de60,
55587e5fc46c9028b4cea9b0b38c5ed2f9b7cd9b,48cb8f1e-338b-4788-bde3-0928da02cbcc,
45831beca51f9e7645d7c7379e818485dc9cdfcb,76ba4126-f5ed-4309-88d3-c520cc79571d,
7c60ed5eba8f3b2d966a0335f3d2d8fc8a657885,806f89cf-a1cd-48c8-9181-bfd34575ca33,
ce8c5163f1d7cb4ac2e7dbcd6bde6b18d2775438,0db20522-05fb-4e0a-89b1-b929bca7424d,
3fe0d492b7606a4dca005df6d319fa56f470f136,e0ab31b0-8f08-400a-bc24-0e347e2692ed,414 - 420
a17a5d9991194e35ba45f11ea5da4ae72a63ccdf,e575c32b-1aec-4060-818d-75ff613ad865,3448 - 3454
8ec907279509b19166d95a4d4428fe035d9050df,425eca2c-c369-44b6-a0df-0ea3e249a936,694 - 705
6c96114c546de090328f4f2e8d350772f7f4a89b,1dd69adf-f99d-4478-863d-0a7d3e637e90,1663 - 1667
00c5fed1e67898a7fba588d38e476445c2e5a25f,f5dcc58d-547d-4bea-b4f9-7eeb9b582268,553 - 562
8edafccaedadd1c360875155184b3e38c5ec139e,c4ec7f03-3b46-4a87-9358-8711f9d34533,"
          739-46
        "
f49b4bc6c7b70cac1e2325dea3a690daf0a31fd3,a228fe34-93f9-470d-b56f-993ebb53b536,781 - 783
4e2870363286d36a3fbfabb5f0b4acd8e8bb4bd0,043f4da9-b5b2-44d7-af34-2c169613d928,639-650
b402f1b196655fda4bbc6d32af185a1cbe7061d7,3bf3ed3f-5a40-4b35-8299-0c5057ec5b36,16 - 16
8377b8b7470a74a89b4e57aa9508bada5da2d28f,cf396cf5-1a18-4386-8758-15515675a191,
9a2af837b9f52cfdc178558995aff00abb09f312,0fbc61b1-9516-4b7f-b3fd-faa712f33993,4408-4423
66bd63f33240f882c324a5a81c2370e138d716e7,b5d19658-7f3e-4f95-b359-e68e6a36266c,1-12
43e2a60bdf7ccd386e0320d7c140e254e248608c,249fe12d-db6f-480e-a8e1-2e287064a91d,
32a91e808ddb4b54cc4e58249cc35dd9061a83e5,ec34afe7-daa0-4960-bcd0-9c90fb92484a,
f39bff461ba63e909cc1cde4408a68cc4bcf173b,3a90bc60-ab3b-4f87-b5ce-fdcde6b79ed9,518 - 528
