"authorId","affId"
"1780129","8bf08a89-a297-47d6-ba5c-10f42b837bd1"
"1690314","146e324b-d8e3-43ca-a610-4696a1773125"
"6934879","0133d77b-60f6-4d74-9da8-421a7143c7a6"
"1753655153","b5e10599-15b5-4f90-beeb-b040d3b04cfa"
"1725561","cb1b3785-e2aa-4590-b9cb-32bc3a58cc0c"
"32970672","0c247919-f7d8-4e46-89e7-afcd69d44cb9"
"8168617","668cf978-9ca8-4683-9275-a3bd298a979c"
"145646411","3aa663c6-9d28-4c36-991f-a6064ac3d52e"
"38175231","4710d025-184e-43fc-ad74-f54fad178f31"
"7166078","142a4420-6a7c-4462-a000-35efd6f4247b"
"2105167644","5017081b-9e87-490e-87f9-885efc8d603b"
"4908451","033c05a9-6b45-45a5-861a-261a9b8db8d8"
"2128242","1ff3bc7a-e81b-4040-9567-67ff6c73efe9"
"1776006","8926a8df-0998-4fba-bba5-f62faedc5c68"
"144425777","60f5e955-831c-49b0-8de7-d7ee966a47ca"
"2151036959","f7d1c9ca-0329-41b5-9bb1-9d504da71b67"
"51214022","5facee4f-c6c2-494e-9213-67e83783daf2"
"15229313","029afdf5-fb8a-466e-b4af-39b03d638dd3"
"4857416","f3673396-a074-4b19-b1a9-59996d8b19e1"
"2154871075","2dbfe82a-fea5-4207-852c-88967b3376af"
"1790638","e994ba55-4b6e-401a-86de-bb8175868255"
"9429983","40f8a715-9800-495e-bb45-10f81b8be61d"
"89353599","e3c06b5e-4cd9-4b60-9ed9-cebb2eee241a"
"50024676","2b90005b-a4e1-4655-88a9-6135139b3a2b"
"2613576","ef1e7746-6388-45f2-94a4-b9196b85e693"
"1410073523","33f4832e-4979-4ac8-b170-40903fbdc893"
"34647353","5694abb8-20df-4a59-b9c5-0220ef7eb443"
"144873019","1da89a86-a732-40bd-a660-fb72464c221c"
"3198533","6738f5fc-01a8-481c-9846-cabb18827f76"
"46598470","3fb63d54-c7a9-465c-8801-5ba03849e7f2"
"2282995904","cb1b3785-e2aa-4590-b9cb-32bc3a58cc0c"
"145790187","34c81124-9000-44cc-82bf-ed54d224c0df"
"8791444","9fb652e5-2213-4d14-a818-793ce0eb83ae"
"5535903","1c54ade6-c1f1-42bd-84d5-267ca129d4d3"
"144240262","47e58eed-894b-409a-a256-d5bf1644878f"
"46454409","80f3b013-97b2-4d88-b676-81f7c41ec36b"
"8210161","c75f83b4-c6a7-4fb5-aed0-c1f97ad855fa"
"1788563","e3556cb9-9ae1-48a2-8716-f42e137b1ceb"
"3303764","3265e07d-07d8-4736-a829-fbee21f42826"
"144608002","c19b8c8a-0afa-4971-8ef5-59a6243bf525"
"1402022941","99fd10fc-5dcd-42bd-955b-793aff636ab8"
"2209610","ad6e45ea-cc67-4476-b68e-5f7257f78af9"
"4564433","3ad4e156-d95e-4dc1-b6e3-f4b67be0a35b"
"50333071","9cec03a0-bf36-421a-bd77-30bec2dc8149"
"2205296666","8f3baf35-5d4f-4c0a-9573-26be50786c27"
"1395555649","97a2a5be-fee8-4615-a63f-0a394ea84a35"
"2300313784","926c316d-1942-4fae-bc36-290189ab24d8"
"146092290","f3b0c705-ed63-4475-ac47-e9ebad1f30d7"
"2209610","0d4ae1d5-4eab-415e-8d1f-020602885e99"
"71753515","68a276d9-3c30-4a9d-aed2-d548416c60ec"
"2903377","5f9f17f3-edf6-435c-9d87-acdf4c5c6637"
"49770052","31daf9ee-8a4f-4222-8115-870b4e183799"
"144125715","4c8f6e91-5430-4db2-b915-65fb5afa18fd"
"48183502","680e2bd3-88a0-4426-9c8a-6dcc4ac76dc1"
"2156929752","9faff19a-1b26-4ca2-9401-ae7ceebf92e4"
"145185887","1f4c0265-c9eb-44c7-bdca-5eb6053162d8"
"102775580","9a5f40f9-b23a-4427-b1c3-6a7d7b2cad96"
"51314470","dbfa7448-fe1e-4791-b280-98f2c5bbc668"
"1746338","2dbfe82a-fea5-4207-852c-88967b3376af"
"3218095","1fd54f5f-3e1a-45e2-837b-757c5c9d03d6"
"1398441802","cfad0507-296a-41c0-8cb1-9030ac773abc"
"2070467423","e3f71512-a0f0-4dfa-93d6-a041dc54bbd6"
"4213990","34748cfa-06b3-42c7-99d2-29d4231eefe3"
"2173870813","01f78b03-beaf-4b46-bde2-5b01549b2475"
"1658876865","75b01e39-c9b7-4d8d-a3a1-73cc0d493850"
"2157835870","af06c120-be05-4c54-af65-8ad6fa83db17"
"2210267033","5b1492f9-0ec1-4bf7-b98d-41920a65f74e"
"143667142","5cabec34-a780-4395-9570-61b6c71f0929"
"2913270","793f4d3d-7d2a-4214-92c7-19717a7fbc48"
"5973291","34f4a585-ef5e-4aec-9a73-7ad236edb5d2"
"15217571","a09a4964-1c87-4469-aeca-9935cb293321"
"50244280","fc750ca3-5ab3-4cd8-ba0d-0488877f2bf6"
"145679787","ebcb56dd-2374-4e27-b400-114846fc9871"
"146694043","517990f6-8466-4638-bf8d-c95de5ce7a5f"
"122699959","5c552387-369e-4bc7-9ac4-636422644a92"
"150930885","f2d3dc75-b56b-4d0c-b895-a26fb8a96944"
"1945146635","afb687e5-e016-44b9-8b13-7cf442a61cc0"
"39651800","52781f47-97a3-4026-b458-3f97a79d4824"
"47307908","7d34f466-132e-4ce6-b4bf-652e88a9766a"
"2890443","c9809bb4-15d2-4a0e-8bbc-828a97d396ce"
"1961145","50636adc-3e0a-4f34-8ef8-4dd6ec89199d"
"145898058","fb732ce4-9b59-4022-b63a-bcd76f09b3e1"
"2060121253","44d42342-8f93-445b-8b7d-d3251fab4aff"
"1725561","aa3fa9d0-9127-4f36-99b3-985d6da3a74a"
"2188004","568d2dd1-38a7-4ee0-b604-de420d975ccc"
"145267753","7ae820fe-2e24-4a49-bd82-e19a3825b167"
"1441290951","594d0ca8-3306-4254-a5b0-d4edd295efbe"
"1490676863","0201081d-6a31-4d6b-8986-f653b13c5d13"
"2767340","772dcad0-ec3c-4ae5-8603-ea92d394f6b4"
"5137959","e38620f4-dc71-407e-abb5-273fef4cfcb6"
"33985877","3d183a93-c50f-4a73-8680-d34b4cc32335"
